Genome,Region_Type,antiSMASH_classif,new_classif,From,To,Size(bp),Most_similar_known_ cluster,Most_similar_classif,Similarity,Correct_name
GCA_002217315.1,Region&nbsp4.1,terpene,terpene,91699.0,112895,21196.0,,,,GCA_002217315_contig04.region001
GCA_002217315.1,Region&nbsp6.1,"NRPS,T1PKS",NRPS_PKS_hybrid,1.0,30066,30065.0,,,,GCA_002217315_contig06.region001
GCA_002217315.1,Region&nbsp10.1,"arylpolyene,resorcinol",Others,164050.0,218956,54906.0,flexirubin,Polyketide,88%,GCA_002217315_contig10.region001
GCA_002217315.1,Region&nbsp25.1,terpene,terpene,1.0,19084,19083.0,carotenoid,Terpene,28%,GCA_002217315_contig25.region001
GCA_002217315.1,Region&nbsp57.1,T3PKS,PKSIII,104728.0,145780,41052.0,,,,GCA_002217315_contig63.region001
GCA_002727005.1,Region&nbsp9.1,terpene,terpene,5576.0,26730,21154.0,,,,GCA_002727005_contig009.region001
GCA_002727005.1,Region&nbsp103.1,terpene,terpene,1.0,18454,18453.0,carotenoid,Terpene,28%,GCA_002727005_contig103.region001
GCA_002375245.1,Region&nbsp92.1,terpene,terpene,3487.0,18799,15312.0,,,,GCA_002375245_contig092.region001
GCA_002375245.1,Region&nbsp151.1,arylpolyene,Others,1.0,31787,31786.0,,,,GCA_002375245_contig151.region001
GCA_000735135.1,Region&nbsp1.1,"resorcinol,arylpolyene",Others,171336.0,233047,61711.0,flexirubin,Polyketide,77%,GCA_000735135_contig01.region001
GCA_000735135.1,Region&nbsp6.1,terpene,terpene,1734412.0,1755248,20836.0,carotenoid,Terpene,28%,GCA_000735135_contig06.region001
GCA_013372885.1,Region&nbsp192.1,betalactone,Others,,5915,,,,,GCA_013372885_contig192.region001
GCA_004363695.1,Region&nbsp1.1,terpene,terpene,855602.0,876441,20839.0,carotenoid,Terpene,28%,GCA_004363695_contig01.region001
GCA_004363695.1,Region&nbsp2.1,terpene,terpene,499095.0,520234,21139.0,,,,GCA_004363695_contig02.region001
GCA_002862805.1,Region&nbsp18.1,terpene,terpene,15047.0,39516,24469.0,carotenoid,Terpene,28%,GCA_002862805_contig018.region001
GCA_002862805.1,Region&nbsp39.1,"resorcinol,arylpolyene",Others,1.0,26164,26163.0,flexirubin,Polyketide,72%,GCA_002862805_contig039.region001
GCA_900106075.1,Region&nbsp1,T3PKS,PKSIII,83460.0,124512,41052.0,,,,GCA_900106075_contig1.region001
GCA_900106075.1,Region&nbsp2,terpene,terpene,1596584.0,1619082,22498.0,carotenoid,Terpene,28%,GCA_900106075_contig1.region002
GCA_000520955.1,Region&nbsp3.1,bacteriocin,RiPPs,220794.0,232251,11457.0,,,,GCA_000520955_contig003.region001
GCA_000520955.1,Region&nbsp3.2,T3PKS,PKSIII,236124.0,277176,41052.0,,,,GCA_000520955_contig003.region002
GCA_000520955.1,Region&nbsp5.1,siderophore,Siderophore,41738.0,56644,14906.0,bisucaberin B,Other,83%,GCA_000520955_contig006.region001
GCA_000520955.1,Region&nbsp9.1,terpene,terpene,139452.0,160291,20839.0,carotenoid,Terpene,28%,GCA_000520955_contig010.region001
GCA_000520955.1,Region&nbsp10.1,NRPS-like,NRPS,17422.0,61186,43764.0,,,,GCA_000520955_contig011.region001
GCA_000520955.1,Region&nbsp19.1,NRPS,NRPS,38782.0,99245,60463.0,,,,GCA_000520955_contig023.region001
GCA_000520955.1,Region&nbsp22.1,"bacteriocin,lanthipeptide",RiPPs,66737.0,95461,28724.0,,,,GCA_000520955_contig026.region001
GCA_000520955.1,Region&nbsp27.1,"NRPS,T1PKS",NRPS_PKS_hybrid,1.0,81671,81670.0,,,,GCA_000520955_contig032.region001
GCA_000520955.1,Region&nbsp39.1,terpene,terpene,1384.0,22529,21145.0,,,,GCA_000520955_contig044.region001
GCA_003232155.1,Region&nbsp57.1,arylpolyene,Others,,8338,,flexirubin,Polyketide,19%,GCA_003232155_contig057.region001
GCA_003232155.1,Region&nbsp72.1,arylpolyene,Others,,6986,,flexirubin,Polyketide,16%,GCA_003232155_contig072.region001
GCA_003232155.1,Region&nbsp206.1,arylpolyene,Others,,3596,,,,,GCA_003232155_contig206.region001
GCA_003232155.1,Region&nbsp247.1,T3PKS,PKSIII,,3068,,,,,GCA_003232155_contig247.region001
GCA_001544435.1,Region&nbsp116.1,"resorcinol,arylpolyene",Others,6399.0,51939,45540.0,flexirubin,Polyketide,72%,GCA_001544435_contig118.region001
GCA_001544435.1,Region&nbsp130.1,"T1PKS,hglE-KS",PKS_other,1.0,18623,18622.0,,,,GCA_001544435_contig132.region001
GCA_001544435.1,Region&nbsp170.1,NRPS,NRPS,1.0,20168,20167.0,,,,GCA_001544435_contig172.region001
GCA_001544435.1,Region&nbsp196.1,NRPS,NRPS,1.0,24257,24256.0,,,,GCA_001544435_contig199.region001
GCA_001544435.1,Region&nbsp247.1,siderophore,Siderophore,2205.0,17755,15550.0,putrebactin / avaroferrin,Other,20%,GCA_001544435_contig250.region001
GCA_001544435.1,Region&nbsp269.1,terpene,terpene,1.0,13188,13187.0,carotenoid,Terpene,28%,GCA_001544435_contig272.region001
GCA_001544435.1,Region&nbsp272.1,NRPS-like,NRPS,32405.0,75497,43092.0,,,,GCA_001544435_contig275.region001
GCA_001544435.1,Region&nbsp298.1,microviridin,RiPPs,1.0,8158,8157.0,,,,GCA_001544435_contig301.region001
GCA_001544435.1,Region&nbsp332.1,bacteriocin,RiPPs,1.0,9501,9500.0,,,,GCA_001544435_contig335.region001
GCA_900182675.1,Region&nbsp1.1,betalactone,Others,1347710.0,1378283,30573.0,,,,GCA_900182675_contig01.region001
GCA_900182675.1,Region&nbsp2.1,"arylpolyene,resorcinol",Others,646328.0,701488,55160.0,flexirubin,Polyketide,91%,GCA_900182675_contig02.region001
GCA_900182675.1,Region&nbsp2.2,terpene,terpene,856083.0,877255,21172.0,,,,GCA_900182675_contig02.region002
GCA_900182675.1,Region&nbsp4.1,terpene,terpene,393183.0,414022,20839.0,carotenoid,Terpene,28%,GCA_900182675_contig04.region001
GCA_900182675.1,Region&nbsp6.1,T3PKS,PKSIII,71359.0,112447,41088.0,,,,GCA_900182675_contig06.region001
GCA_900182675.1,Region&nbsp8.1,NRPS,NRPS,1.0,33413,33412.0,,,,GCA_900182675_contig08.region001
GCA_900182675.1,Region&nbsp14.1,NRPS,NRPS,1.0,15767,15766.0,,,,GCA_900182675_contig14.region001
GCA_900182675.1,Region&nbsp17.1,NRPS-like,NRPS,1.0,6701,6700.0,xenematide,NRP,100%,GCA_900182675_contig17.region001
GCA_900182675.1,Region&nbsp18.1,NRPS-like,NRPS,1.0,6050,6049.0,,,,GCA_900182675_contig18.region001
GCA_900182675.1,Region&nbsp20.1,NRPS,NRPS,1.0,4175,4174.0,,,,GCA_900182675_contig20.region001
GCA_900182675.1,Region&nbsp22.1,NRPS,NRPS,1.0,1865,1864.0,,,,GCA_900182675_contig22.region001
GCA_900182675.1,Region&nbsp25.1,NRPS-like,NRPS,1.0,1635,1634.0,anabaenopeptin NZ857 / nostamide A,NRP,100%,GCA_900182675_contig25.region001
GCA_900299475.1,Region&nbsp8.1,transAT-PKS-like,transAT_PSK,1.0,3210,3209.0,,,,GCA_900299475_contig023.region001
GCA_900299475.1,Region&nbsp53.1,T3PKS,PKSIII,1.0,34242,34241.0,,,,GCA_900299475_contig071.region001
GCA_900299475.1,Region&nbsp56.1,transAT-PKS-like,transAT_PSK,1.0,3991,3990.0,,,,GCA_900299475_contig075.region001
GCA_900299475.1,Region&nbsp69.1,bacteriocin,RiPPs,89017.0,100471,11454.0,,,,GCA_900299475_contig089.region001
GCA_900299475.1,Region&nbsp72.1,siderophore,Siderophore,42936.0,57855,14919.0,bisucaberin B,Other,100%,GCA_900299475_contig092.region001
GCA_900299475.1,Region&nbsp79.1,bacteriocin,RiPPs,93790.0,105973,12183.0,,,,GCA_900299475_contig099.region001
GCA_900299475.1,Region&nbsp83.1,"NRPS,T1PKS",NRPS_PKS_hybrid,1.0,47178,47177.0,,,,GCA_900299475_contig104.region001
GCA_900299475.1,Region&nbsp96.1,terpene,terpene,78527.0,99675,21148.0,,,,GCA_900299475_contig118.region001
GCA_900299475.1,Region&nbsp97.1,"transAT-PKS,PKS-like",transAT_PSK,20510.0,76470,55960.0,phormidolide,Polyketide,17%,GCA_900299475_contig119.region001
GCA_900299475.1,Region&nbsp102.1,terpene,terpene,63410.0,84249,20839.0,carotenoid,Terpene,28%,GCA_900299475_contig124.region001
GCA_900299475.1,Region&nbsp120.1,NRPS,NRPS,1.0,18180,18179.0,,,,GCA_900299475_contig143.region001
GCA_900299475.1,Region&nbsp121.1,"arylpolyene,resorcinol",Others,64820.0,118322,53502.0,flexirubin,Polyketide,77%,GCA_900299475_contig144.region001
GCA_900299475.1,Region&nbsp132.1,transAT-PKS-like,transAT_PSK,1.0,62605,62604.0,,,,GCA_900299475_contig156.region001
GCA_012273615.1,Region&nbsp1.1,microviridin,RiPPs,178388.0,198892,20504.0,,,,GCA_012273615_contig1.region001
GCA_012273615.1,Region&nbsp1.2,"T1PKS,hglE-KS",PKS_other,275839.0,327167,51328.0,,,,GCA_012273615_contig1.region002
GCA_012273615.1,Region&nbsp1.3,NRPS-like,NRPS,447572.0,488658,41086.0,,,,GCA_012273615_contig1.region003
GCA_012273615.1,Region&nbsp1.4,lanthipeptide,RiPPs,843311.0,867612,24301.0,,,,GCA_012273615_contig1.region004
GCA_012273615.1,Region&nbsp1.5,siderophore,Siderophore,1111981.0,1124404,12423.0,putrebactin / avaroferrin,Other,20%,GCA_012273615_contig1.region005
GCA_012273615.1,Region&nbsp1.6,bacteriocin,RiPPs,1273707.0,1284777,11070.0,,,,GCA_012273615_contig1.region006
GCA_012273615.1,Region&nbsp1.7,NRPS,NRPS,1362547.0,1484781,122234.0,,,,GCA_012273615_contig1.region007
GCA_012273615.1,Region&nbsp1.8,NRPS,NRPS,1967728.0,2054473,86745.0,,,,GCA_012273615_contig1.region008
GCA_012273615.1,Region&nbsp1.9,NRPS-like,NRPS,3101293.0,3144403,43110.0,,,,GCA_012273615_contig1.region009
GCA_012273615.1,Region&nbsp1.10,"arylpolyene,resorcinol",Others,3552281.0,3618371,66090.0,flexirubin,Polyketide,75%,GCA_012273615_contig1.region010
GCA_002256385.1,Region&nbsp41.1,arylpolyene,Others,1.0,13293,13292.0,,,,GCA_002256385_contig044.region001
GCA_002256385.1,Region&nbsp46.1,terpene,terpene,55377.0,76513,21136.0,,,,GCA_002256385_contig050.region001
GCA_002256385.1,Region&nbsp66.1,T3PKS,PKSIII,1.0,25048,25047.0,,,,GCA_002256385_contig075.region001
GCA_002256385.1,Region&nbsp86.1,terpene,terpene,1.0,16559,16558.0,carotenoid,Terpene,28%,GCA_002256385_contig096.region001
GCA_002022045.1,Region&nbsp1,lanthipeptide,RiPPs,2297865.0,2322155,24290.0,,,,GCA_002022045_contig1.region001
GCA_002022045.1,Region&nbsp2,terpene,terpene,2626288.0,2647124,20836.0,carotenoid,Terpene,28%,GCA_002022045_contig1.region002
GCA_002022045.1,Region&nbsp3,siderophore,Siderophore,3364537.0,3376351,11814.0,putrebactin / avaroferrin,Other,40%,GCA_002022045_contig1.region003
GCA_002022045.1,Region&nbsp4,LAP,RiPPs,3445549.0,3467726,22177.0,,,,GCA_002022045_contig1.region004
GCA_006088815.1,Region&nbsp1,terpene,terpene,2581482.0,2602318,20836.0,carotenoid,Terpene,28%,GCA_006088815_contig1.region001
GCA_002999135.1,Region&nbsp1.1,resorcinol,Others,2177025.0,2218152,41127.0,flexirubin,Polyketide,13%,GCA_002999135_contig1.region001
GCA_002999135.1,Region&nbsp1.2,arylpolyene,Others,2434626.0,2473159,38533.0,,,,GCA_002999135_contig1.region002
GCA_002999135.1,Region&nbsp1.3,arylpolyene,Others,2541184.0,2597200,56016.0,flexirubin,Polyketide,16%,GCA_002999135_contig1.region003
GCA_002999135.1,Region&nbsp1.4,arylpolyene,Others,2892150.0,2933241,41091.0,,,,GCA_002999135_contig1.region004
GCA_002302595.1,Region&nbsp1,arylpolyene,Others,1731524.0,1772026,40502.0,,,,GCA_002302595_contig1.region001
GCA_002302595.1,Region&nbsp2,arylpolyene,Others,1995584.0,2033514,37930.0,flexirubin,Polyketide,8%,GCA_002302595_contig1.region002
GCA_002302595.1,Region&nbsp3,arylpolyene,Others,2073719.0,2114822,41103.0,,,,GCA_002302595_contig1.region003
GCA_002302595.1,Region&nbsp4,resorcinol,Others,2165814.0,2206941,41127.0,flexirubin,Polyketide,19%,GCA_002302595_contig1.region004
GCA_003344925.1,Region&nbsp1,terpene,terpene,1258291.0,1278640,20349.0,,,,GCA_003344925_contig1.region001
GCA_003344925.1,Region&nbsp2,terpene,terpene,2877300.0,2898139,20839.0,carotenoid,Terpene,28%,GCA_003344925_contig1.region002
GCA_000224085.1,Region&nbsp1,terpene,terpene,1675866.0,1692122,16256.0,,,,GCA_000224085_contig1.region001
GCA_000224085.1,Region&nbsp2,terpene,terpene,2425709.0,2446551,20842.0,carotenoid,Terpene,28%,GCA_000224085_contig1.region002
GCA_000224085.1,Region&nbsp3,bacteriocin,RiPPs,3400368.0,3412548,12180.0,,,,GCA_000224085_contig1.region003
GCA_007990835.1,Region&nbsp5.1,"arylpolyene,resorcinol",Others,1.0,50967,50966.0,flexirubin,Polyketide,75%,GCA_007990835_contig005.region001
GCA_007990835.1,Region&nbsp7.1,terpene,terpene,581.0,21429,20848.0,carotenoid,Terpene,28%,GCA_007990835_contig007.region001
GCA_007990835.1,Region&nbsp14.1,siderophore,Siderophore,39853.0,54882,15029.0,bisucaberin B,Other,66%,GCA_007990835_contig014.region001
GCA_007990835.1,Region&nbsp49.1,arylpolyene,Others,204.0,21944,21740.0,,,,GCA_007990835_contig049.region001
GCA_011612125.1,Region&nbsp1,terpene,terpene,757511.0,778347,20836.0,carotenoid,Terpene,28%,GCA_011612125_contig1.region001
GCA_011612125.1,Region&nbsp2,lanthipeptide,RiPPs,2450173.0,2474568,24395.0,,,,GCA_011612125_contig1.region002
GCA_011612125.1,Region&nbsp3,siderophore,Siderophore,3005720.0,3017540,11820.0,putrebactin / avaroferrin,Other,40%,GCA_011612125_contig1.region003
GCA_013001965.1,Region&nbsp60.1,terpene,terpene,6843.0,23817,16974.0,carotenoid,Terpene,42%,GCA_013001965_contig060.region001
GCA_900610255.1,Region&nbsp45.1,"arylpolyene,resorcinol",Others,156683.0,213791,57108.0,flexirubin,Polyketide,86%,GCA_900610255_contig049.region001
GCA_900610255.1,Region&nbsp65.1,siderophore,Siderophore,4123.0,15853,11730.0,,,,GCA_900610255_contig070.region001
GCA_900610255.1,Region&nbsp72.1,terpene,terpene,1.0,15068,15067.0,carotenoid,Terpene,28%,GCA_900610255_contig078.region001
GCA_000971785.2,Region&nbsp3.1,terpene,terpene,57547.0,82020,24473.0,carotenoid,Terpene,28%,GCA_000971785_contig03.region001
GCA_000971785.2,Region&nbsp6.1,lanthipeptide,RiPPs,57669.0,81761,24092.0,,,,GCA_000971785_contig06.region001
GCA_000971785.2,Region&nbsp6.2,"arylpolyene,resorcinol",Others,293934.0,352505,58571.0,flexirubin,Polyketide,86%,GCA_000971785_contig06.region002
GCA_000971785.2,Region&nbsp6.3,thiopeptide,RiPPs,693052.0,712431,19379.0,,,,GCA_000971785_contig06.region003
GCA_000971785.2,Region&nbsp17.1,siderophore,Siderophore,1755.0,10666,8911.0,putrebactin / avaroferrin,Other,20%,GCA_000971785_contig17.region001
GCA_900107365.1,Region&nbsp13.1,betalactone,Others,151361.0,182074,30713.0,,,,GCA_900107365_contig13.region001
GCA_900107365.1,Region&nbsp15.1,terpene,terpene,521962.0,542801,20839.0,carotenoid,Terpene,28%,GCA_900107365_contig15.region001
GCA_900107365.1,Region&nbsp18.1,"arylpolyene,resorcinol",Others,41946.0,95796,53850.0,flexirubin,Polyketide,91%,GCA_900107365_contig18.region001
GCA_900107365.1,Region&nbsp18.2,terpene,terpene,254326.0,275492,21166.0,,,,GCA_900107365_contig18.region002
GCA_900107365.1,Region&nbsp20.1,T3PKS,PKSIII,39872.0,64768,24896.0,,,,GCA_900107365_contig20.region001
GCA_003970335.1,Region&nbsp11.1,terpene,terpene,174234.0,195418,21184.0,bacillomycin D,Polyketide + NRP:Lipopeptide,20%,GCA_003970335_contig11.region001
GCA_003970335.1,Region&nbsp15.1,terpene,terpene,24158.0,44808,20650.0,carotenoid,Terpene,28%,GCA_003970335_contig15.region001
GCA_003970335.1,Region&nbsp38.1,"T3PKS,betalactone",PKSIII,40089.0,85144,45055.0,,,,GCA_003970335_contig38.region001
GCA_011058315.1,Region&nbsp1,terpene,terpene,1440306.0,1461151,20845.0,carotenoid,Terpene,28%,GCA_011058315_contig1.region001
GCA_003070725.1,Region&nbsp25.1,terpene,terpene,3423.0,14379,10956.0,carotenoid,Terpene,28%,GCA_003070725_contig025.region001
GCA_003070725.1,Region&nbsp44.1,bacteriocin,RiPPs,56716.0,67630,10914.0,,,,GCA_003070725_contig044.region001
GCA_003070725.1,Region&nbsp66.1,"arylpolyene,resorcinol",Others,15157.0,68927,53770.0,flexirubin,Polyketide,91%,GCA_003070725_contig066.region001
GCA_003070725.1,Region&nbsp124.1,bacteriocin,RiPPs,32360.0,49605,17245.0,,,,GCA_003070725_contig126.region001
GCA_003070725.1,Region&nbsp168.1,siderophore,Siderophore,14916.0,29720,14804.0,putrebactin / avaroferrin,Other,40%,GCA_003070725_contig170.region001
GCA_003070725.1,Region&nbsp187.1,"NRPS,T1PKS",NRPS_PKS_hybrid,1.0,29824,29823.0,,,,GCA_003070725_contig189.region001
GCA_003070725.1,Region&nbsp199.1,terpene,terpene,1.0,14300,14299.0,,,,GCA_003070725_contig201.region001
GCA_013394595.1,Region&nbsp1,terpene,terpene,1497532.0,1516727,19195.0,,,,GCA_013394595_contig1.region001
GCA_013394595.1,Region&nbsp2,terpene,terpene,1656440.0,1677279,20839.0,carotenoid,Terpene,28%,GCA_013394595_contig1.region002
GCA_013394595.1,Region&nbsp3,"arylpolyene,resorcinol",Others,3607172.0,3660907,53735.0,flexirubin,Polyketide,75%,GCA_013394595_contig1.region003
GCA_013394595.1,Region&nbsp4,T3PKS,PKSIII,4175659.0,4216711,41052.0,ET-743,NRP:Beta-lactam,8%,GCA_013394595_contig1.region004
GCA_004362665.1,Region&nbsp1.1,terpene,terpene,305650.0,326489,20839.0,carotenoid,Terpene,28%,GCA_004362665_contig01.region001
GCA_004362665.1,Region&nbsp1.2,T3PKS,PKSIII,377942.0,419030,41088.0,,,,GCA_004362665_contig01.region002
GCA_004362665.1,Region&nbsp2.1,terpene,terpene,18972.0,40111,21139.0,,,,GCA_004362665_contig02.region001
GCA_900141855.1,Region&nbsp16.1,NRPS,NRPS,101912.0,153908,51996.0,pyoverdin,NRP,1%,GCA_900141855_contig16.region001
GCA_900141855.1,Region&nbsp18.1,terpene,terpene,333583.0,354422,20839.0,carotenoid,Terpene,28%,GCA_900141855_contig18.region001
GCA_900141855.1,Region&nbsp25.1,terpene,terpene,757987.0,779144,21157.0,,,,GCA_900141855_contig25.region001
GCA_900141855.1,Region&nbsp25.2,"arylpolyene,resorcinol",Others,921574.0,975336,53762.0,flexirubin,Polyketide,63%,GCA_900141855_contig25.region002
GCA_900141855.1,Region&nbsp35.1,"T3PKS,arylpolyene",PKSIII,1.0,29044,29043.0,N-myristoyl-D-asparagine / cis-7-tetradecenoyl-D-asparagine / (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide,NRP + Polyketide:Modular type I + Polyketide:Trans-AT type I,8%,GCA_900141855_contig35.region001
GCA_002835665.1,Region&nbsp1.1,"resorcinol,arylpolyene",Others,20423.0,51723,31300.0,flexirubin,Polyketide,38%,GCA_002835665_contig01.region001
GCA_002835665.1,Region&nbsp12.1,bacteriocin,RiPPs,33544.0,44614,11070.0,,,,GCA_002835665_contig12.region001
GCA_002835665.1,Region&nbsp17.1,NRPS-like,NRPS,69379.0,109772,40393.0,,,,GCA_002835665_contig17.region001
GCA_002835665.1,Region&nbsp28.1,"NRPS,ladderane",NRPS_other,4114.0,98023,93909.0,,,,GCA_002835665_contig28.region001
GCA_002835665.1,Region&nbsp47.1,"NRPS-like,terpene",NRPS_other,13065.0,56982,43917.0,,,,GCA_002835665_contig47.region001
GCA_002835665.1,Region&nbsp52.1,microviridin,RiPPs,1.0,19023,19022.0,,,,GCA_002835665_contig52.region001
GCA_002835665.1,Region&nbsp53.1,"hglE-KS,T1PKS",PKS_other,1.0,24400,24399.0,,,,GCA_002835665_contig53.region001
GCA_002835665.1,Region&nbsp55.1,lanthipeptide,RiPPs,63700.0,88010,24310.0,,,,GCA_002835665_contig56.region001
GCA_002835665.1,Region&nbsp72.1,arylpolyene,Others,1470.0,36090,34620.0,flexirubin,Polyketide,25%,GCA_002835665_contig73.region001
GCA_900538225.1,Region&nbsp13.1,bacteriocin,RiPPs,,9463,,,,,GCA_900538225_contig13.region001
GCA_002171295.2,Region&nbsp14.1,terpene,terpene,1.0,18701,18700.0,,,,GCA_002171295_contig14.region001
GCA_002171295.2,Region&nbsp15.1,terpene,terpene,69131.0,84466,15335.0,,,,GCA_002171295_contig15.region001
GCA_002023335.1,Region&nbsp3.1,siderophore,Siderophore,1659435.0,1671249,11814.0,putrebactin / avaroferrin,Other,40%,GCA_002023335_contig3.region001
GCA_002023335.1,Region&nbsp4.1,lanthipeptide,RiPPs,437701.0,463111,25410.0,pinensins,RiPP,11%,GCA_002023335_contig4.region001
GCA_002023335.1,Region&nbsp6.1,NRPS-like,NRPS,377572.0,421492,43920.0,,,,GCA_002023335_contig6.region001
GCA_000626715.1,Region&nbsp1.1,bacteriocin,RiPPs,431319.0,440070,8751.0,,,,GCA_000626715_contig01.region001
GCA_000626715.1,Region&nbsp1.2,T3PKS,PKSIII,521213.0,562265,41052.0,,,,GCA_000626715_contig01.region002
GCA_000626715.1,Region&nbsp1.3,bacteriocin,RiPPs,858534.0,868695,10161.0,,,,GCA_000626715_contig01.region003
GCA_000626715.1,Region&nbsp2.1,bacteriocin,RiPPs,181637.0,193820,12183.0,,,,GCA_000626715_contig02.region001
GCA_000626715.1,Region&nbsp3.1,NRPS,NRPS,164656.0,243238,78582.0,,,,GCA_000626715_contig03.region001
GCA_000626715.1,Region&nbsp5.1,siderophore,Siderophore,203349.0,218278,14929.0,bisucaberin B,Other,100%,GCA_000626715_contig05.region001
GCA_000626715.1,Region&nbsp5.2,"arylpolyene,resorcinol",Others,251261.0,304761,53500.0,flexirubin,Polyketide,77%,GCA_000626715_contig05.region002
GCA_000626715.1,Region&nbsp6.1,terpene,terpene,336694.0,357533,20839.0,carotenoid,Terpene,28%,GCA_000626715_contig06.region001
GCA_000626715.1,Region&nbsp10.1,"transAT-PKS,PKS-like,transAT-PKS-like",transAT_PSK,49818.0,185191,135373.0,phormidolide,Polyketide,17%,GCA_000626715_contig10.region001
GCA_000626715.1,Region&nbsp11.1,terpene,terpene,96440.0,117588,21148.0,,,,GCA_000626715_contig11.region001
GCA_004959765.1,Region&nbsp1.1,microviridin,RiPPs,585052.0,605297,20245.0,,,,GCA_004959765_contig01.region001
GCA_004959765.1,Region&nbsp5.1,T3PKS,PKSIII,17523.0,39767,22244.0,,,,GCA_004959765_contig05.region001
GCA_004959765.1,Region&nbsp7.1,NRPS,NRPS,1.0,10708,10707.0,,,,GCA_004959765_contig07.region001
GCA_004959765.1,Region&nbsp19.1,transAT-PKS-like,transAT_PSK,1.0,1972,1971.0,,,,GCA_004959765_contig19.region001
GCA_004959765.1,Region&nbsp23.1,"transAT-PKS,NRPS,PKS-like",NRPS_PKS_hybrid,258539.0,319986,61447.0,bacillaene,Polyketide + NRP,28%,GCA_004959765_contig23.region001
GCA_004959765.1,Region&nbsp26.1,"arylpolyene,resorcinol",Others,79900.0,132331,52431.0,flexirubin,Polyketide,80%,GCA_004959765_contig43.region001
GCA_004959765.1,Region&nbsp27.1,NRPS,NRPS,186671.0,228422,41751.0,"1-nonadecene / (14Z)-1,14-nonadecadiene",Polyketide:Modular type I,100%,GCA_004959765_contig44.region001
GCA_004959765.1,Region&nbsp28.1,terpene,terpene,33751.0,58226,24475.0,carotenoid,Terpene,28%,GCA_004959765_contig45.region001
