,Assembly accession,ORFs,CAZymes,Peptidases,index,Merops orfs total
1831,GCA_005943945.1,4023,106,,GCA_005943945.1,191
1832,GCA_000797445.1,3567,72,,GCA_000797445.1,168
1833,GCA_009921505.1,2275,39,,GCA_009921505.1,85
1834,GCA_009663595.1,2003,38,,GCA_009663595.1,84
1835,GCA_013205245.1,2217,49,,GCA_013205245.1,117
1836,GCA_900128945.1,4823,91,,GCA_900128945.1,228
1837,GCA_000252855.1,2025,38,,GCA_000252855.1,85
1838,GCA_002454095.1,2703,53,,GCA_002454095.1,118
1839,GCA_900186425.1,2384,56,,GCA_900186425.1,108
1840,GCA_013043265.1,2193,49,,GCA_013043265.1,93
1841,GCA_002201315.1,3226,136,,GCA_002201315.1,129
1842,GCA_007097265.1,3475,126,,GCA_007097265.1,132
1843,GCA_002335345.1,1522,28,,GCA_002335345.1,65
1844,GCA_013276165.1,2155,63,,GCA_013276165.1,81
1845,GCA_003633785.1,5617,229,,GCA_003633785.1,211
1846,GCA_014220065.1,4345,94,,GCA_014220065.1,194
1847,GCA_900108025.1,2901,81,,GCA_900108025.1,110
1848,GCA_006491645.1,3672,88,,GCA_006491645.1,146
1849,GCA_002352665.1,3567,84,,GCA_002352665.1,158
1850,GCA_002023565.1,3638,112,,GCA_002023565.1,169
1851,GCA_003514105.1,4077,30,,GCA_003514105.1,83
1852,GCA_004684835.1,3136,67,,GCA_004684835.1,119
1853,GCA_003865365.1,3111,62,,GCA_003865365.1,130
1854,GCA_014220675.1,3804,115,,GCA_014220675.1,167
1855,GCA_003335675.1,2531,86,,GCA_003335675.1,123
1856,GCA_002205795.1,2427,63,,GCA_002205795.1,114
1857,GCA_004359195.1,2849,67,,GCA_004359195.1,119
1858,GCA_003992675.1,3085,76,,GCA_003992675.1,131
1859,GCA_002940745.1,2851,70,,GCA_002940745.1,141
1860,GCA_003122385.1,4917,267,,GCA_003122385.1,197
1861,GCA_003331265.1,1429,34,,GCA_003331265.1,71
1862,GCA_004349155.1,3413,100,,GCA_004349155.1,154
1863,GCA_003254545.1,4317,194,,GCA_003254545.1,160
1864,GCA_003061225.1,4021,103,,GCA_003061225.1,155
1865,GCA_002360925.1,2570,29,,GCA_002360925.1,99
1866,GCA_006789585.1,4398,166,,GCA_006789585.1,161
1867,GCA_002471625.1,1087,19,,GCA_002471625.1,57
1868,GCA_003525665.1,2884,68,,GCA_003525665.1,119
1869,GCA_014220405.1,4346,94,,GCA_014220405.1,194
1870,GCA_014220615.1,4347,94,,GCA_014220615.1,194
1871,GCA_900609965.1,2387,48,,GCA_900609965.1,104
1872,GCA_902705305.1,2798,39,,GCA_902705305.1,116
1873,GCA_006148925.1,2828,96,,GCA_006148925.1,131
1874,GCA_000934685.1,3447,73,,GCA_000934685.1,148
1875,GCA_003258355.1,3553,150,,GCA_003258355.1,136
1876,GCA_900156585.1,4800,95,,GCA_900156585.1,205
1877,GCA_002023705.1,3905,110,,GCA_002023705.1,165
1878,GCA_002697085.1,2500,50,,GCA_002697085.1,111
1879,GCA_000807225.1,3678,37,,GCA_000807225.1,137
1880,GCA_002163835.1,2990,88,,GCA_002163835.1,126
1881,GCA_006778065.1,2485,56,,GCA_006778065.1,103
1882,GCA_004346845.1,2700,63,,GCA_004346845.1,128
1883,GCA_011764015.1,3202,124,,GCA_011764015.1,145
1884,GCA_002426755.1,3423,96,,GCA_002426755.1,150
1885,GCA_003259525.1,2648,71,,GCA_003259525.1,115
1886,GCA_001684955.1,4139,97,,GCA_001684955.1,180
1887,GCA_003584165.1,3863,86,,GCA_003584165.1,168
1888,GCA_014219775.1,3751,113,,GCA_014219775.1,158
1889,GCA_000799455.1,3991,116,,GCA_000799455.1,166
1890,GCA_003538255.1,2236,102,,GCA_003538255.1,91
1891,GCA_014220145.1,4424,96,,GCA_014220145.1,194
1892,GCA_011525195.1,1608,29,,GCA_011525195.1,78
1893,GCA_007997385.1,3104,161,,GCA_007997385.1,110
1894,GCA_007827285.1,3034,82,,GCA_007827285.1,132
1895,GCA_002453075.1,3451,103,,GCA_002453075.1,112
1896,GCA_002375695.1,2453,50,,GCA_002375695.1,110
1897,GCA_003075045.1,4011,112,,GCA_003075045.1,177
1898,GCA_002470025.1,1310,30,,GCA_002470025.1,66
1899,GCA_003971175.1,3892,109,,GCA_003971175.1,168
1900,GCA_900610355.1,2472,56,,GCA_900610355.1,106
1901,GCA_003729975.1,2543,46,,GCA_003729975.1,96
1902,GCA_007279605.1,3043,84,,GCA_007279605.1,159
1903,GCA_004214185.1,1294,27,,GCA_004214185.1,67
1904,GCA_001553545.1,2424,89,,GCA_001553545.1,81
1905,GCA_007990815.1,3106,83,,GCA_007990815.1,101
1906,GCA_003634585.1,3238,91,,GCA_003634585.1,129
1907,GCA_003523505.1,4937,92,,GCA_003523505.1,219
1908,GCA_002364535.1,1771,66,,GCA_002364535.1,74
1909,GCA_000750195.1,3330,102,,GCA_000750195.1,128
1910,GCA_900102055.1,3464,63,,GCA_900102055.1,155
1911,GCA_900610315.1,2238,47,,GCA_900610315.1,103
1912,GCA_900142885.1,3422,89,,GCA_900142885.1,151
1913,GCA_001971725.1,2994,96,,GCA_001971725.1,126
1914,GCA_001747495.1,2485,62,,GCA_001747495.1,108
1915,GCA_007097245.1,3243,131,,GCA_007097245.1,121
1916,GCA_900129475.1,2988,30,,GCA_900129475.1,128
1917,GCA_013041805.1,2472,71,,GCA_013041805.1,123
1918,GCA_001424145.1,3616,119,,GCA_001424145.1,151
1919,GCA_002934445.1,2988,59,,GCA_002934445.1,116
1920,GCA_003148645.1,2917,56,,GCA_003148645.1,140
1921,GCA_014219965.1,4353,94,,GCA_014219965.1,194
1922,GCA_000687935.1,3446,99,,GCA_000687935.1,142
1923,GCA_003385115.1,4345,210,,GCA_003385115.1,151
1924,GCA_002478685.1,1349,30,,GCA_002478685.1,57
1925,GCA_013214275.1,2037,27,,GCA_013214275.1,67
1926,GCA_007474545.1,3327,86,,GCA_007474545.1,131
1927,GCA_014204415.1,3554,67,,GCA_014204415.1,159
1928,GCA_002426075.1,2890,51,,GCA_002426075.1,138
1929,GCA_900610325.1,2478,55,,GCA_900610325.1,107
1930,GCA_005844065.1,3808,109,,GCA_005844065.1,176
1931,GCA_002722255.1,2901,88,,GCA_002722255.1,116
1932,GCA_000737665.1,3958,111,,GCA_000737665.1,167
1933,GCA_013001345.1,2242,52,,GCA_013001345.1,90
1934,GCA_002150205.1,3105,73,,GCA_002150205.1,142
1935,GCA_003860485.1,2671,67,,GCA_003860485.1,111
1936,GCA_902167285.2,5230,273,,GCA_902167285.2,184
1937,GCA_002478465.1,2529,45,,GCA_002478465.1,117
1938,GCA_002995725.1,3818,109,,GCA_002995725.1,172
1939,GCA_900100375.1,3612,98,,GCA_900100375.1,144
1940,GCA_003344925.1,2647,69,,GCA_003344925.1,100
1941,GCA_007990795.1,3607,51,,GCA_007990795.1,157
1942,GCA_902605145.1,1352,42,,GCA_902605145.1,59
1943,GCA_013003025.1,2711,76,,GCA_013003025.1,129
1944,GCA_000023285.1,2182,88,,GCA_000023285.1,77
1945,GCA_002831645.1,3835,90,,GCA_002831645.1,143
1946,GCA_900101815.1,4161,145,,GCA_900101815.1,152
1947,GCA_000023465.1,4485,197,,GCA_000023465.1,168
1948,GCA_003537695.1,1620,34,,GCA_003537695.1,82
1949,GCA_001483145.1,3900,110,,GCA_001483145.1,180
1950,GCA_001697185.1,2806,215,,GCA_001697185.1,84
1951,GCA_002693005.1,3433,68,,GCA_002693005.1,140
1952,GCA_012270005.1,3272,101,,GCA_012270005.1,131
1953,GCA_900129555.1,4175,204,,GCA_900129555.1,163
1954,GCA_002168005.2,2375,72,,GCA_002168005.2,97
1955,GCA_003815875.1,5030,98,,GCA_003815875.1,224
1956,GCA_002469685.1,3399,53,,GCA_002469685.1,155
1957,GCA_002733185.1,2682,40,,GCA_002733185.1,118
1958,GCA_004362395.1,3671,149,,GCA_004362395.1,129
1959,GCA_900610005.1,2361,52,,GCA_900610005.1,106
1960,GCA_012931685.1,2899,68,,GCA_012931685.1,138
1961,GCA_001879205.1,4654,230,,GCA_001879205.1,177
1962,GCA_001936395.1,2580,50,,GCA_001936395.1,111
1963,GCA_900610255.1,2484,55,,GCA_900610255.1,109
1964,GCA_003536155.1,1890,38,,GCA_003536155.1,76
1965,GCA_000428485.1,3378,75,,GCA_000428485.1,119
1966,GCA_014220285.1,4345,94,,GCA_014220285.1,194
1967,GCA_004213995.1,1177,23,,GCA_004213995.1,54
1968,GCA_001735715.1,1809,62,,GCA_001735715.1,84
1969,GCA_002998835.1,2258,91,,GCA_002998835.1,85
1970,GCA_002198115.1,2940,81,,GCA_002198115.1,148
1971,GCA_013276215.1,2310,68,,GCA_013276215.1,90
1972,GCA_001680875.1,3490,192,,GCA_001680875.1,146
1973,GCA_900239485.1,2597,25,,GCA_900239485.1,106
1974,GCA_006494535.1,3130,89,,GCA_006494535.1,144
1975,GCA_900104375.1,3338,121,,GCA_900104375.1,171
1976,GCA_009994725.1,2750,69,,GCA_009994725.1,114
1977,GCA_004345825.1,3322,75,,GCA_004345825.1,146
1978,GCA_900112295.1,4076,98,,GCA_900112295.1,152
1979,GCA_004364575.1,2665,32,,GCA_004364575.1,112
1980,GCA_006443095.1,5290,123,,GCA_006443095.1,222
1981,GCA_000769815.1,2877,51,,GCA_000769815.1,113
1982,GCA_010820555.1,2649,59,,GCA_010820555.1,122
1983,GCA_002706045.1,2579,55,,GCA_002706045.1,114
1984,GCA_001889005.1,2648,96,,GCA_001889005.1,122
1985,GCA_002742325.1,3173,73,,GCA_002742325.1,124
1986,GCA_014220105.1,4338,94,,GCA_014220105.1,193
1987,GCA_003053575.1,3697,107,,GCA_003053575.1,178
1988,GCA_000173675.1,2701,81,,GCA_000173675.1,84
1989,GCA_002754275.1,4218,176,,GCA_002754275.1,168
1990,GCA_014220805.1,3849,108,,GCA_014220805.1,157
1991,GCA_013373385.1,2676,61,,GCA_013373385.1,136
1992,GCA_006777825.1,2431,57,,GCA_006777825.1,103
1993,GCA_902168265.1,4023,122,,GCA_902168265.1,158
1994,GCA_900489485.1,3038,56,,GCA_900489485.1,137
1995,GCA_002715485.1,2570,51,,GCA_002715485.1,115
1996,GCA_900112245.1,3878,118,,GCA_900112245.1,166
1997,GCA_900105425.1,3200,109,,GCA_900105425.1,139
1998,GCA_000827635.1,2471,63,,GCA_000827635.1,89
1999,GCA_014235875.1,3016,100,,GCA_014235875.1,125
2000,GCA_000767095.1,2448,55,,GCA_000767095.1,107
2001,GCA_011087845.1,3027,43,,GCA_011087845.1,93
2002,GCA_001051115.1,2106,38,,GCA_001051115.1,89
2003,GCA_009832605.1,3537,78,,GCA_009832605.1,131
2004,GCA_900186575.1,2259,56,,GCA_900186575.1,98
2005,GCA_900610275.1,2465,55,,GCA_900610275.1,109
2006,GCA_003336205.1,2176,28,,GCA_003336205.1,100
2007,GCA_003933245.1,3582,103,,GCA_003933245.1,175
2008,GCA_003970305.1,2994,64,,GCA_003970305.1,131
2009,GCA_001684965.1,4549,99,,GCA_001684965.1,218
2010,GCA_002693085.1,1120,28,,GCA_002693085.1,49
2011,GCA_007827205.1,3254,101,,GCA_007827205.1,126
2012,GCA_002702885.1,1044,25,,GCA_002702885.1,51
2013,GCA_900460995.1,4449,90,,GCA_900460995.1,192
2014,GCA_004358095.2,2989,146,,GCA_004358095.2,107
2015,GCA_009193215.1,2643,136,,GCA_009193215.1,86
2016,GCA_014220735.1,3798,113,,GCA_014220735.1,159
2017,GCA_009827845.1,1996,32,,GCA_009827845.1,81
2018,GCA_900447195.1,4093,104,,GCA_900447195.1,180
2019,GCA_008274625.1,4461,106,,GCA_008274625.1,213
2020,GCA_900101895.1,3221,92,,GCA_900101895.1,124
2021,GCA_003254015.1,3433,92,,GCA_003254015.1,125
2022,GCA_900312735.1,5661,161,,GCA_900312735.1,236
2023,GCA_003506685.1,2330,22,,GCA_003506685.1,92
2024,GCA_001404985.1,4486,191,,GCA_001404985.1,175
2025,GCA_000382425.1,3551,50,,GCA_000382425.1,152
2026,GCA_009741275.1,3170,79,,GCA_009741275.1,122
2027,GCA_004122165.1,2417,36,,GCA_004122165.1,118
2028,GCA_002420545.1,4392,103,,GCA_002420545.1,200
2029,GCA_003149745.1,3352,87,,GCA_003149745.1,157
2030,GCA_002323475.1,1357,42,,GCA_002323475.1,55
2031,GCA_002414565.1,2918,59,,GCA_002414565.1,124
2032,GCA_900111065.1,3529,34,,GCA_900111065.1,133
2033,GCA_009902355.1,2277,40,,GCA_009902355.1,88
2034,GCA_900119795.1,3056,44,,GCA_900119795.1,120
2035,GCA_002286775.1,3710,36,,GCA_002286775.1,132
2036,GCA_007830415.1,2498,55,,GCA_007830415.1,102
2037,GCA_004365655.1,3238,85,,GCA_004365655.1,122
2038,GCA_013043465.1,2700,58,,GCA_013043465.1,139
2039,GCA_002381155.1,1436,32,,GCA_002381155.1,76
2040,GCA_001413925.1,2988,90,,GCA_001413925.1,117
2041,GCA_000764775.1,3933,141,,GCA_000764775.1,132
2042,GCA_014243395.1,3437,123,,GCA_014243395.1,178
2043,GCA_900115185.1,3012,70,,GCA_900115185.1,143
2044,GCA_000827555.1,2113,75,,GCA_000827555.1,88
2045,GCA_002457295.1,976,23,,GCA_002457295.1,38
2046,GCA_002388855.1,4129,88,,GCA_002388855.1,140
2047,GCA_900168205.1,4458,87,,GCA_900168205.1,179
2048,GCA_003935845.1,3050,52,,GCA_003935845.1,130
2049,GCA_002023505.1,3633,105,,GCA_002023505.1,158
2050,GCA_013822155.1,3050,76,,GCA_013822155.1,122
2051,GCA_014220225.1,4380,95,,GCA_014220225.1,193
2052,GCA_014219205.1,3750,107,,GCA_014219205.1,154
2053,GCA_002217435.1,4824,215,,GCA_002217435.1,196
2054,GCA_000422265.1,2661,65,,GCA_000422265.1,125
2055,GCA_005234115.1,4044,107,,GCA_005234115.1,180
2056,GCA_002312885.1,2632,84,,GCA_002312885.1,86
2057,GCA_001430825.1,3183,70,,GCA_001430825.1,146
2058,GCA_002392055.1,4351,105,,GCA_002392055.1,190
2059,GCA_014207905.1,4724,231,,GCA_014207905.1,171
2060,GCA_002477665.1,2336,29,,GCA_002477665.1,104
2061,GCA_007997225.1,4249,91,,GCA_007997225.1,172
2062,GCA_007827275.1,3889,92,,GCA_007827275.1,144
2063,GCA_002001005.1,3619,195,,GCA_002001005.1,150
2064,GCA_002714575.1,3385,68,,GCA_002714575.1,126
2065,GCA_007997235.1,4260,90,,GCA_007997235.1,172
2066,GCA_000831385.1,2677,75,,GCA_000831385.1,112
2067,GCA_001670645.1,1932,34,,GCA_001670645.1,85
2068,GCA_002313325.1,1005,18,,GCA_002313325.1,46
2069,GCA_007097145.1,4181,151,,GCA_007097145.1,153
2070,GCA_003729955.1,3542,107,,GCA_003729955.1,162
2071,GCA_007997085.1,3693,85,,GCA_007997085.1,155
2072,GCA_001306415.1,3435,84,,GCA_001306415.1,137
2073,GCA_002733585.1,3883,169,,GCA_002733585.1,135
2074,GCA_000773465.1,4796,112,,GCA_000773465.1,177
2075,GCA_004195315.1,2210,31,,GCA_004195315.1,103
2076,GCA_000955665.1,3893,111,,GCA_000955665.1,183
2077,GCA_002684395.1,2222,36,,GCA_002684395.1,95
2078,GCA_900108525.1,2605,64,,GCA_900108525.1,105
2079,GCA_000355805.1,2983,69,,GCA_000355805.1,127
2080,GCA_009796785.1,3537,136,,GCA_009796785.1,118
2081,GCA_014219335.1,3745,107,,GCA_014219335.1,154
2082,GCA_004296335.1,3352,87,,GCA_004296335.1,152
2083,GCA_003243255.1,5777,98,,GCA_003243255.1,176
2084,GCA_002429185.1,3387,173,,GCA_002429185.1,115
2085,GCA_900110335.1,4620,254,,GCA_900110335.1,184
2086,GCA_004339525.1,5418,229,,GCA_004339525.1,210
2087,GCA_900182675.1,4586,226,,GCA_900182675.1,173
2088,GCA_012974865.1,3334,77,,GCA_012974865.1,131
2089,GCA_003538685.1,3185,35,,GCA_003538685.1,111
2090,GCA_900156725.1,2765,58,,GCA_900156725.1,115
2091,GCA_001543325.1,2639,62,,GCA_001543325.1,121
2092,GCA_007845585.1,2230,30,,GCA_007845585.1,79
2093,GCA_009827745.1,2014,32,,GCA_009827745.1,81
2094,GCA_000744275.1,3555,93,,GCA_000744275.1,150
2095,GCA_002308695.1,2781,54,,GCA_002308695.1,122
2096,GCA_004349085.1,3430,84,,GCA_004349085.1,131
2097,GCA_003725735.1,4655,211,,GCA_003725735.1,200
2098,GCA_014219575.1,3754,109,,GCA_014219575.1,164
2099,GCA_014201785.1,2948,65,,GCA_014201785.1,107
2100,GCA_900112105.1,3561,208,,GCA_900112105.1,154
2101,GCA_001670735.1,2223,45,,GCA_001670735.1,87
2102,GCA_000277665.1,2107,82,,GCA_000277665.1,81
2103,GCA_001423985.1,3412,65,,GCA_001423985.1,142
2104,GCA_014219295.1,3876,108,,GCA_014219295.1,159
2105,GCA_007827235.1,3708,130,,GCA_007827235.1,162
2106,GCA_900299385.1,1387,30,,GCA_900299385.1,74
2107,GCA_003144015.1,2916,57,,GCA_003144015.1,150
2108,GCA_002696305.1,2178,29,,GCA_002696305.1,92
2109,GCA_014219895.1,4345,94,,GCA_014219895.1,194
2110,GCA_003484565.1,1649,14,,GCA_003484565.1,69
2111,GCA_002692745.1,3605,45,,GCA_002692745.1,117
2112,GCA_014050215.1,3002,33,,GCA_014050215.1,111
2113,GCA_900089995.1,5428,94,,GCA_900089995.1,291
2114,GCA_002217315.1,4509,204,,GCA_002217315.1,170
2115,GCA_001975985.1,4649,202,,GCA_001975985.1,173
2116,GCA_014220755.1,4961,92,,GCA_014220755.1,214
2117,GCA_002022145.1,3621,106,,GCA_002022145.1,153
2118,GCA_000422725.1,4056,139,,GCA_000422725.1,151
2119,GCA_002354835.1,2727,43,,GCA_002354835.1,122
2120,GCA_000173095.1,1748,37,,GCA_000173095.1,90
2121,GCA_002150785.1,3347,85,,GCA_002150785.1,144
2122,GCA_000331695.1,2007,37,,GCA_000331695.1,87
2123,GCA_013002355.1,2628,59,,GCA_013002355.1,97
2124,GCA_002162765.1,2765,53,,GCA_002162765.1,135
2125,GCA_014220505.1,4347,94,,GCA_014220505.1,194
2126,GCA_900142325.1,3360,108,,GCA_900142325.1,137
2127,GCA_002422665.1,2284,58,,GCA_002422665.1,105
2128,GCA_010725055.1,4013,121,,GCA_010725055.1,193
2129,GCA_002683555.1,3258,60,,GCA_002683555.1,128
2130,GCA_003352465.1,4654,87,,GCA_003352465.1,188
2131,GCA_900108115.1,3172,62,,GCA_900108115.1,116
2132,GCA_000941055.1,2859,118,,GCA_000941055.1,113
2133,GCA_004916895.1,3414,83,,GCA_004916895.1,133
2134,GCA_002310535.1,3778,107,,GCA_002310535.1,164
2135,GCA_005937185.1,4054,118,,GCA_005937185.1,150
2136,GCA_002697475.1,2157,54,,GCA_002697475.1,93
2137,GCA_902729325.1,3542,75,,GCA_902729325.1,149
2138,GCA_002733665.1,2498,35,,GCA_002733665.1,115
2139,GCA_002973595.1,3451,168,,GCA_002973595.1,125
2140,GCA_013001965.1,2463,63,,GCA_013001965.1,112
2141,GCA_009659645.1,2283,65,,GCA_009659645.1,85
2142,GCA_009362255.1,3018,33,,GCA_009362255.1,129
2143,GCA_004799385.1,3763,69,,GCA_004799385.1,140
2144,GCA_003233725.1,2390,34,,GCA_003233725.1,87
2145,GCA_900176415.1,3160,95,,GCA_900176415.1,138
2146,GCA_003815675.1,4543,84,,GCA_003815675.1,201
2147,GCA_009827795.1,1903,29,,GCA_009827795.1,83
2148,GCA_009796825.1,3780,168,,GCA_009796825.1,130
2149,GCA_000755325.1,3664,66,,GCA_000755325.1,121
2150,GCA_004328055.1,2944,101,,GCA_004328055.1,130
2151,GCA_900187255.1,2415,89,,GCA_900187255.1,81
2152,GCA_009827855.1,1904,29,,GCA_009827855.1,83
2153,GCA_004088395.1,2184,64,,GCA_004088395.1,79
2154,GCA_008705155.1,3395,51,,GCA_008705155.1,150
2155,GCA_900156985.1,3666,112,,GCA_900156985.1,164
2156,GCA_013043685.1,2741,73,,GCA_013043685.1,131
2157,GCA_014219165.1,3728,107,,GCA_014219165.1,155
2158,GCA_002954645.1,2550,76,,GCA_002954645.1,113
2159,GCA_000799235.1,4444,89,,GCA_000799235.1,221
2160,GCA_002362375.1,3960,103,,GCA_002362375.1,159
2161,GCA_001404975.1,3105,245,,GCA_001404975.1,107
2162,GCA_002380565.1,2556,23,,GCA_002380565.1,102
2163,GCA_009994925.1,2563,76,,GCA_009994925.1,106
2164,GCA_002025185.1,2347,47,,GCA_002025185.1,85
2165,GCA_000971605.2,2500,56,,GCA_000971605.2,110
2166,GCA_007279655.1,3695,157,,GCA_007279655.1,178
2167,GCA_002471425.1,1954,66,,GCA_002471425.1,86
2168,GCA_002721255.1,2093,40,,GCA_002721255.1,71
2169,GCA_000220625.1,2246,68,,GCA_000220625.1,82
2170,GCA_902705415.1,3163,40,,GCA_902705415.1,121
2171,GCA_003410315.1,3110,82,,GCA_003410315.1,116
2172,GCA_002414425.1,2995,60,,GCA_002414425.1,126
2173,GCA_009649685.1,3786,138,,GCA_009649685.1,149
2174,GCA_013404025.1,3446,93,,GCA_013404025.1,117
2175,GCA_900102165.1,4189,143,,GCA_900102165.1,167
2176,GCA_004368785.1,4841,260,,GCA_004368785.1,196
2177,GCA_000733925.1,4686,166,,GCA_000733925.1,155
2178,GCA_000735695.2,2732,48,,GCA_000735695.2,105
2179,GCA_002209445.1,3105,93,,GCA_002209445.1,91
2180,GCA_001573155.1,2910,57,,GCA_001573155.1,128
2181,GCA_900119145.1,3454,99,,GCA_900119145.1,124
2182,GCA_002707745.1,2495,42,,GCA_002707745.1,92
2183,GCA_001871275.1,2174,49,,GCA_001871275.1,109
2184,GCA_004283005.1,2631,61,,GCA_004283005.1,127
2185,GCA_003513105.1,1979,23,,GCA_003513105.1,74
2186,GCA_002353015.1,2992,55,,GCA_002353015.1,141
2187,GCA_001429295.1,4335,224,,GCA_001429295.1,167
2188,GCA_000831185.1,2382,55,,GCA_000831185.1,107
2189,GCA_006438875.1,5513,202,,GCA_006438875.1,203
2190,GCA_900186435.1,2462,56,,GCA_900186435.1,106
2191,GCA_001050935.1,3643,108,,GCA_001050935.1,164
2192,GCA_014219625.1,3766,111,,GCA_014219625.1,165
2193,GCA_002366675.1,2269,44,,GCA_002366675.1,106
2194,GCA_002472945.1,3275,72,,GCA_002472945.1,145
2195,GCA_004022485.1,3241,56,,GCA_004022485.1,135
2196,GCA_900610075.1,2490,56,,GCA_900610075.1,109
2197,GCA_900460915.1,2536,87,,GCA_900460915.1,88
2198,GCA_007097305.1,3470,127,,GCA_007097305.1,130
2199,GCA_002291725.1,3629,126,,GCA_002291725.1,142
2200,GCA_900101995.1,2103,33,,GCA_900101995.1,74
2201,GCA_006491595.2,4220,112,,GCA_006491595.2,166
2202,GCA_900105545.1,3947,122,,GCA_900105545.1,170
2203,GCA_003385855.1,3450,92,,GCA_003385855.1,137
2204,GCA_004364975.1,3081,111,,GCA_004364975.1,143
2205,GCA_001315805.1,3050,81,,GCA_001315805.1,112
2206,GCA_002430025.1,4841,82,,GCA_002430025.1,220
2207,GCA_002484105.1,2506,78,,GCA_002484105.1,105
2208,GCA_009797885.1,4675,118,,GCA_009797885.1,200
2209,GCA_001425355.1,4141,109,,GCA_001425355.1,168
2210,GCA_014219805.1,3744,109,,GCA_014219805.1,164
2211,GCA_000751595.1,2378,44,,GCA_000751595.1,109
2212,GCA_003973595.1,3416,74,,GCA_003973595.1,126
2213,GCA_000220585.2,3219,134,,GCA_000220585.2,122
2214,GCA_900453725.1,3652,33,,GCA_900453725.1,131
2215,GCA_003937815.1,3091,35,,GCA_003937815.1,141
2216,GCA_007785775.2,3643,99,,GCA_007785775.2,145
2217,GCA_001534645.1,2847,66,,GCA_001534645.1,118
2218,GCA_900610105.1,2423,56,,GCA_900610105.1,108
2219,GCA_009827755.1,1996,32,,GCA_009827755.1,81
2220,GCA_002797935.1,4394,315,,GCA_002797935.1,156
2221,GCA_002023105.1,3565,104,,GCA_002023105.1,160
2222,GCA_000424985.1,3702,103,,GCA_000424985.1,155
2223,GCA_014219695.1,3743,109,,GCA_014219695.1,164
2224,GCA_000812945.1,3377,153,,GCA_000812945.1,135
2225,GCA_014305095.1,3104,85,,GCA_014305095.1,138
2226,GCA_002440605.1,2595,57,,GCA_002440605.1,109
2227,GCA_001422725.1,4762,194,,GCA_001422725.1,175
2228,GCA_002697365.1,1073,22,,GCA_002697365.1,47
2229,GCA_003688895.1,3225,81,,GCA_003688895.1,151
2230,GCA_003448295.1,974,24,,GCA_003448295.1,52
2231,GCA_004321735.1,1111,23,,GCA_004321735.1,51
2232,GCA_005862425.1,4572,94,,GCA_005862425.1,200
2233,GCA_011365745.1,2966,73,,GCA_011365745.1,137
2234,GCA_002210235.1,4772,241,,GCA_002210235.1,180
2235,GCA_014219665.1,3805,114,,GCA_014219665.1,168
2236,GCA_900186385.1,2571,54,,GCA_900186385.1,108
2237,GCA_004214195.1,552,8,,GCA_004214195.1,35
2238,GCA_008033395.2,3211,121,,GCA_008033395.2,135
2239,GCA_002023775.1,4096,109,,GCA_002023775.1,174
2240,GCA_000183155.1,2008,38,,GCA_000183155.1,84
2241,GCA_004804315.1,3878,102,,GCA_004804315.1,142
2242,GCA_900609995.1,2414,56,,GCA_900609995.1,109
2243,GCA_002291575.1,2901,145,,GCA_002291575.1,113
2244,GCA_009921175.1,1449,33,,GCA_009921175.1,72
2245,GCA_002345305.1,2783,42,,GCA_002345305.1,119
2246,GCA_900110375.1,3087,73,,GCA_900110375.1,144
2247,GCA_002413625.1,3373,100,,GCA_002413625.1,118
2248,GCA_003626755.1,5130,161,,GCA_003626755.1,215
2249,GCA_002426015.1,2922,79,,GCA_002426015.1,136
2250,GCA_014219865.1,3743,109,,GCA_014219865.1,164
2251,GCA_900129605.1,4793,191,,GCA_900129605.1,168
2252,GCA_002813425.1,3407,108,,GCA_002813425.1,128
2253,GCA_009901585.1,4237,120,,GCA_009901585.1,196
2254,GCA_002322895.1,2817,54,,GCA_002322895.1,132
2255,GCA_900078205.2,4867,93,,GCA_900078205.2,217
2256,GCA_902506355.1,3749,124,,GCA_902506355.1,155
2257,GCA_003529845.1,1577,28,,GCA_003529845.1,63
2258,GCA_002916835.1,2751,63,,GCA_002916835.1,116
2259,GCA_014379405.1,3296,240,,GCA_014379405.1,119
2260,GCA_003347605.1,4339,98,,GCA_003347605.1,201
2261,GCA_002696105.1,2450,36,,GCA_002696105.1,115
2262,GCA_002440705.1,2641,59,,GCA_002440705.1,112
2263,GCA_000348685.1,2802,53,,GCA_000348685.1,137
2264,GCA_002359055.1,2123,31,,GCA_002359055.1,95
2265,GCA_000367325.1,3456,103,,GCA_000367325.1,157
2266,GCA_009903685.1,3339,66,,GCA_009903685.1,152
2267,GCA_013333705.2,2004,67,,GCA_013333705.2,73
2268,GCA_002785385.1,2318,49,,GCA_002785385.1,102
2269,GCA_900312815.1,4237,92,,GCA_900312815.1,225
2270,GCA_003148525.1,5025,178,,GCA_003148525.1,185
2271,GCA_900167935.1,3720,103,,GCA_900167935.1,178
2272,GCA_002457715.1,970,22,,GCA_002457715.1,49
2273,GCA_003946915.1,4177,198,,GCA_003946915.1,160
2274,GCA_003545615.1,2531,93,,GCA_003545615.1,102
2275,GCA_009711165.1,5128,224,,GCA_009711165.1,219
2276,GCA_013294025.1,3247,95,,GCA_013294025.1,133
2277,GCA_000401415.1,3416,96,,GCA_000401415.1,155
2278,GCA_002728075.1,1635,29,,GCA_002728075.1,84
2279,GCA_003385495.1,4096,109,,GCA_003385495.1,192
2280,GCA_003812865.1,4410,94,,GCA_003812865.1,195
