,Unnamed: 0,cazymes,Orfs_anno_cazymes%,orfs,index_x,Merops orfs total,GH total,Orfs_anno_merops%,Assembly accession,Genus,Family,scaf_bp,Completeness,MAG,Nr_BGCs,index_y,Virulence orfs total,Orfs_anno_virs%,P,BGCs/genomesize,merops_perMb,virs_perMb,bgc_perMb
312,GCA_002943105.1,62,2.382782475,2602,GCA_002943105.1,2,32,0.076863951,GCA_002943105.1,Cloacibacterium,Weeksellaceae,2841428,99.93,False,1,GCA_002943105.1,178,6.840891622,0.0625,3.52E-07,0.000703871,0.062644558,0.000351936
1894,GCA_013373385.1,61,2.279521674,2676,GCA_013373385.1,2,21,0.074738416,GCA_013373385.1,Uncl. Flavobacteriaceae,Flavobacteriaceae,2943266,98.34,True,1,GCA_013373385.1,245,9.155455904,0.063492063,3.40E-07,0.000679517,0.083240862,0.000339759
496,GCA_002415015.1,60,1.994017946,3009,GCA_002415015.1,2,8,0.066467265,GCA_002415015.1,Aequorivita,Flavobacteriaceae,3206533,98.8,True,3,GCA_002415015.1,249,8.275174477,0.064516129,9.36E-07,0.000623727,0.077653965,0.00093559
1284,GCA_002813135.1,58,2.102210946,2759,GCA_002813135.1,2,11,0.072490033,GCA_002813135.1,Altibacter,Flavobacteriaceae,3033586,98.86,False,4,GCA_002813135.1,242,8.771293947,0.066666667,1.32E-06,0.000659286,0.079773575,0.001318571
243,GCA_002707025.1,57,2.016985138,2826,GCA_002707025.1,2,16,0.070771408,GCA_002707025.1,BACL21,Flavobacteriaceae,3046076,98.35,True,1,GCA_002707025.1,227,8.032554848,0.06779661,3.28E-07,0.000656582,0.074522106,0.000328291
1595,GCA_002691645.1,57,2.540106952,2244,GCA_002691645.1,2,33,0.08912656,GCA_002691645.1,UBA3478,Flavobacteriaceae,2479522,90.64,True,3,GCA_002691645.1,152,6.773618538,0.06779661,1.21E-06,0.000806607,0.061302138,0.001209911
2175,GCA_006778265.1,57,2.341824158,2434,GCA_006778265.1,2,7,0.082169269,GCA_006778265.1,Flavobacterium,Flavobacteriaceae,2717677,99.29,False,3,GCA_006778265.1,199,8.175842235,0.06779661,1.10E-06,0.000735923,0.073224301,0.001103884
74,GCA_900610185.1,56,2.341137124,2392,GCA_900610185.1,2,7,0.08361204,GCA_900610185.1,Flavobacterium,Flavobacteriaceae,2713817,99.29,False,3,GCA_900610185.1,205,8.570234114,0.068965517,1.11E-06,0.000736969,0.07553936,0.001105454
443,GCA_900610205.1,56,2.317880795,2416,GCA_900610205.1,2,7,0.082781457,GCA_900610205.1,Flavobacterium,Flavobacteriaceae,2748304,98.59,False,3,GCA_900610205.1,199,8.236754967,0.068965517,1.09E-06,0.000727722,0.072408293,0.001091582
596,GCA_001887135.1,56,2.120408936,2641,GCA_001887135.1,2,7,0.075728891,GCA_001887135.1,Flavobacterium,Flavobacteriaceae,2905461,99.29,False,4,GCA_001887135.1,207,7.837940174,0.068965517,1.38E-06,0.000688359,0.071245148,0.001376718
1897,GCA_900489485.1,56,1.843317972,3038,GCA_900489485.1,2,6,0.065832785,GCA_900489485.1,Aequorivita,Flavobacteriaceae,3305581,99.62,False,3,GCA_900489485.1,265,8.722843976,0.068965517,9.08E-07,0.000605037,0.08016745,0.000907556
1454,GCA_004293165.1,55,2.309953801,2381,GCA_004293165.1,2,24,0.08399832,GCA_004293165.1,Flavobacterium,Flavobacteriaceae,2569855,99.65,True,2,GCA_004293165.1,178,7.475850483,0.070175439,7.78E-07,0.000778254,0.069264608,0.000778254
241,GCA_003565575.1,55,2.503413746,2197,GCA_003565575.1,2,33,0.091033227,GCA_003565575.1,Psychroflexus,Flavobacteriaceae,2602606,81.52,True,2,GCA_003565575.1,172,7.828857533,0.070175439,7.68E-07,0.000768461,0.066087606,0.000768461
1668,GCA_001510855.1,55,2.218636547,2479,GCA_001510855.1,2,7,0.080677693,GCA_001510855.1,Flavobacterium,Flavobacteriaceae,2822685,99.29,False,3,GCA_001510855.1,205,8.269463493,0.070175439,1.06E-06,0.000708545,0.072625886,0.001062818
1245,GCA_000801715.1,54,2.488479263,2170,GCA_000801715.1,2,7,0.092165899,GCA_000801715.1,Flavobacterium,Flavobacteriaceae,2521367,98.94,False,4,GCA_000801715.1,192,8.847926267,0.071428571,1.59E-06,0.000793221,0.076149168,0.001586441
1521,GCA_002782545.1,54,2.100350058,2571,GCA_002782545.1,2,20,0.077790743,GCA_002782545.1,CG2-30-34-30,Flavobacteriaceae,2796581,95.28,True,2,GCA_002782545.1,184,7.156748347,0.071428571,7.15E-07,0.000715159,0.065794626,0.000715159
2485,GCA_002917885.1,54,2.010424423,2686,GCA_002917885.1,2,23,0.074460164,GCA_002917885.1,Flavobacterium,Flavobacteriaceae,2945400,99.29,False,1,GCA_002917885.1,203,7.557706627,0.071428571,3.40E-07,0.000679025,0.068921029,0.000339512
992,GCA_001637325.1,53,1.741702267,3043,GCA_001637325.1,2,13,0.065724614,GCA_001637325.1,LPB0005,Flavobacteriaceae,3395737,99.62,False,5,GCA_001637325.1,253,8.314163654,0.072727273,1.47E-06,0.000588974,0.074505181,0.001472434
49,GCA_002770945.1,52,1.875225388,2773,GCA_002770945.1,2,20,0.072124053,GCA_002770945.1,CG2-30-34-30,Flavobacteriaceae,2979985,93.16,True,3,GCA_002770945.1,205,7.392715471,0.074074074,1.01E-06,0.000671144,0.068792293,0.001006716
1024,GCA_002325485.1,51,1.697171381,3005,GCA_002325485.1,2,14,0.06655574,GCA_002325485.1,BACL21,Flavobacteriaceae,3224817,94.15,True,1,GCA_002325485.1,230,7.65391015,0.075471698,3.10E-07,0.00062019,0.071321877,0.000310095
1537,GCA_002302415.1,48,1.775147929,2704,GCA_002302415.1,2,16,0.073964497,GCA_002302415.1,Capnocytophaga,Flavobacteriaceae,2838633,100,False,5,GCA_002302415.1,147,5.436390533,0.08,1.76E-06,0.000704564,0.05178549,0.001761411
1476,GCA_002484365.1,46,1.645207439,2796,GCA_002484365.1,2,13,0.071530758,GCA_002484365.1,Empedobacter,Weeksellaceae,2956770,92.88,True,1,GCA_002484365.1,210,7.510729614,0.083333333,3.38E-07,0.000676414,0.071023448,0.000338207
2071,GCA_002707745.1,42,1.683366733,2495,GCA_002707745.1,2,4,0.080160321,GCA_002707745.1,Marinirhabdus,Flavobacteriaceae,2760586,80.75,True,4,GCA_002707745.1,202,8.096192385,0.090909091,1.45E-06,0.000724484,0.07317287,0.001448968
2323,GCA_000466425.1,39,1.545166403,2524,GCA_000466425.1,2,12,0.079239303,GCA_000466425.1,Capnocytophaga,Flavobacteriaceae,2724306,100,False,1,GCA_000466425.1,139,5.507131537,0.097560976,3.67E-07,0.000734132,0.051022169,0.000367066
446,GCA_013333305.2,38,3.206751055,1185,GCA_013333305.2,2,22,0.168776371,GCA_013333305.2,Capnocytophaga,Flavobacteriaceae,1415771,59.89,True,2,GCA_013333305.2,73,6.160337553,0.1,1.41E-06,0.001412658,0.051562011,0.001412658
315,GCA_001438125.1,38,2.200347423,1727,GCA_001438125.1,2,19,0.115807759,GCA_001438125.1,BACL21,Flavobacteriaceae,1915951,93.58,True,1,GCA_001438125.1,127,7.353792704,0.1,5.22E-07,0.001043868,0.06628562,0.000521934
97,GCA_000297875.1,34,0.909334047,3739,GCA_000297875.1,2,5,0.053490238,GCA_000297875.1,Myroides,Flavobacteriaceae,4227641,99.65,False,5,GCA_000297875.1,269,7.194437015,0.111111111,1.18E-06,0.000473077,0.063628865,0.001182693
1987,GCA_007845585.1,30,1.34529148,2230,GCA_007845585.1,2,5,0.089686099,GCA_007845585.1,Uncl. Weeksellaceae,Weeksellaceae,2430073,100,False,4,GCA_007845585.1,171,7.668161435,0.125,1.65E-06,0.000823021,0.070368256,0.001646041
1235,GCA_002430545.1,29,2.350081037,1234,GCA_002430545.1,2,17,0.162074554,GCA_002430545.1,UBA724,Flavobacteriaceae,1336478,78.03,True,2,GCA_002430545.1,84,6.80713128,0.129032258,1.50E-06,0.001496471,0.062851764,0.001496471
1912,GCA_002693085.1,28,2.5,1120,GCA_002693085.1,2,18,0.178571429,GCA_002693085.1,MED-G14,Flavobacteriaceae,1179781,79.87,True,1,GCA_002693085.1,87,7.767857143,0.133333333,8.48E-07,0.00169523,0.0737425,0.000847615
2494,GCA_002376145.1,26,1.113967438,2334,GCA_002376145.1,2,5,0.085689803,GCA_002376145.1,Kaistella,Weeksellaceae,2310798,98.32,True,2,GCA_002376145.1,155,6.640959726,0.142857143,8.66E-07,0.000865502,0.067076395,0.000865502
1181,GCA_004213605.1,24,1.850424056,1297,GCA_004213605.1,2,4,0.154202005,GCA_004213605.1,GCA-002733185,Flavobacteriaceae,1446221,74.8,True,1,GCA_004213605.1,88,6.784888204,0.153846154,6.91E-07,0.001382915,0.060848238,0.000691457
1871,GCA_004213995.1,23,1.954120646,1177,GCA_004213995.1,2,9,0.169923534,GCA_004213995.1,SGZJ01,Flavobacteriaceae,1272396,76.1,True,1,GCA_004213995.1,77,6.542056075,0.16,7.86E-07,0.001571838,0.060515751,0.000785919
1628,GCA_001427905.1,293,6.214209968,4715,GCA_001427905.1,3,215,0.063626723,GCA_001427905.1,Flavobacterium,Flavobacteriaceae,5627472,99.65,False,5,GCA_001427905.1,411,8.716861082,0.02027027,8.88E-07,0.000533099,0.07303457,0.000888498
1667,GCA_900100165.1,263,8.152510849,3226,GCA_900100165.1,3,182,0.09299442,GCA_900100165.1,Flavobacterium,Flavobacteriaceae,3945433,99.65,False,5,GCA_900100165.1,282,8.741475511,0.022556391,1.27E-06,0.000760373,0.071475045,0.001267288
500,GCA_000834715.1,253,5.235927152,4832,GCA_000834715.1,3,179,0.062086093,GCA_000834715.1,Flavobacterium,Flavobacteriaceae,5747109,99.65,False,6,GCA_000834715.1,431,8.919701987,0.0234375,1.04E-06,0.000522002,0.074994228,0.001044003
170,GCA_903819445.1,247,5.364900087,4604,GCA_903819445.1,3,159,0.06516073,GCA_903819445.1,Flavobacterium,Flavobacteriaceae,5508144,99.65,False,6,GCA_903819445.1,378,8.210251955,0.024,1.09E-06,0.000544648,0.068625657,0.001089296
1252,GCA_003254625.1,217,4.67068446,4646,GCA_003254625.1,3,148,0.064571675,GCA_003254625.1,Flavobacterium,Flavobacteriaceae,5483841,99.65,False,7,GCA_003254625.1,410,8.824795523,0.027272727,1.28E-06,0.000547062,0.074765114,0.001276478
1951,GCA_002217435.1,215,4.456882255,4824,GCA_002217435.1,3,142,0.062189055,GCA_002217435.1,Flavobacterium,Flavobacteriaceae,5577968,99.65,False,5,GCA_002217435.1,393,8.146766169,0.027522936,8.96E-07,0.00053783,0.070455765,0.000896384
1678,GCA_002304005.1,203,4.602131036,4411,GCA_002304005.1,3,125,0.068011789,GCA_002304005.1,Flavobacterium,Flavobacteriaceae,5127275,99.65,False,5,GCA_002304005.1,371,8.410791204,0.029126214,9.75E-07,0.000585106,0.072358124,0.000975177
2223,GCA_004104035.1,198,4.87804878,4059,GCA_004104035.1,3,140,0.07390983,GCA_004104035.1,Leeuwenhoekiella,Flavobacteriaceae,4747764,99.54,False,3,GCA_004104035.1,317,7.809805371,0.029850746,6.32E-07,0.000631876,0.066768272,0.000631876
1768,GCA_003254545.1,194,4.493861478,4317,GCA_003254545.1,3,132,0.069492703,GCA_003254545.1,Flavobacterium,Flavobacteriaceae,5069654,99.65,False,5,GCA_003254545.1,355,8.22330322,0.030456853,9.86E-07,0.000591756,0.070024503,0.000986261
96,GCA_009830375.1,192,4.988308652,3849,GCA_009830375.1,3,128,0.077942323,GCA_009830375.1,Algibacter,Flavobacteriaceae,4705417,99.67,False,2,GCA_009830375.1,320,8.313847753,0.030769231,4.25E-07,0.000637563,0.068006725,0.000425042
624,GCA_003148665.1,182,4.077974457,4463,GCA_003148665.1,3,123,0.067219359,GCA_003148665.1,Maribacter_A,Flavobacteriaceae,5129962,99.67,False,2,GCA_003148665.1,334,7.483755322,0.032432432,3.90E-07,0.0005848,0.065107695,0.000389866
779,GCA_000764755.1,179,3.928884987,4556,GCA_000764755.1,3,121,0.065847234,GCA_000764755.1,Algibacter,Flavobacteriaceae,4692319,95.97,False,2,GCA_000764755.1,312,6.848112379,0.032967033,4.26E-07,0.000639343,0.066491643,0.000426228
234,GCA_002217395.1,175,4.134183794,4233,GCA_002217395.1,3,109,0.070871722,GCA_002217395.1,Flavobacterium,Flavobacteriaceae,5062246,99.65,False,4,GCA_002217395.1,354,8.362863218,0.033707865,7.90E-07,0.000592622,0.069929434,0.000790163
2212,GCA_002234495.1,168,3.370786517,4984,GCA_002234495.1,3,85,0.060192616,GCA_002234495.1,Arenibacter,Flavobacteriaceae,5857781,99.67,False,5,GCA_002234495.1,387,7.764847512,0.035087719,8.54E-07,0.000512139,0.066065973,0.000853566
653,GCA_003626835.1,160,3.107399495,5149,GCA_003626835.1,3,108,0.058263741,GCA_003626835.1,Aquimarina,Flavobacteriaceae,6048070,99.62,False,8,GCA_003626835.1,432,8.389978637,0.036809816,1.32E-06,0.000496026,0.071427745,0.001322736
807,GCA_003259375.1,158,3.613080265,4373,GCA_003259375.1,3,88,0.06860279,GCA_003259375.1,Arenibacter,Flavobacteriaceae,5193588,99.67,False,5,GCA_003259375.1,363,8.300937571,0.037267081,9.63E-07,0.000577635,0.069893877,0.000962726
1850,GCA_900101815.1,145,3.484739245,4161,GCA_900101815.1,3,73,0.072098053,GCA_900101815.1,Pricia,Flavobacteriaceae,4851997,98.9,False,5,GCA_900101815.1,347,8.339341504,0.040540541,1.03E-06,0.000618302,0.071516944,0.001030504
84,GCA_000769935.1,139,3.433794466,4048,GCA_000769935.1,3,93,0.074110672,GCA_000769935.1,Flavobacterium,Flavobacteriaceae,4637174,99.65,False,4,GCA_000769935.1,314,7.756916996,0.042253521,8.63E-07,0.000646946,0.067713655,0.000862594
2210,GCA_000789235.1,135,3.933566434,3432,GCA_000789235.1,3,70,0.087412587,GCA_000789235.1,Flaviramulus_A,Flavobacteriaceae,3953230,99.67,False,2,GCA_000789235.1,303,8.828671329,0.043478261,5.06E-07,0.000758873,0.076646186,0.000505915
1710,GCA_002363855.1,135,3.231211106,4178,GCA_002363855.1,3,68,0.071804691,GCA_002363855.1,Arenibacter,Flavobacteriaceae,4912193,96.57,True,5,GCA_002363855.1,321,7.683101963,0.043478261,1.02E-06,0.000610725,0.065347595,0.001017875
180,GCA_000744495.1,133,3.261402648,4078,GCA_000744495.1,3,70,0.073565473,GCA_000744495.1,Chryseobacterium,Weeksellaceae,4495830,100,False,8,GCA_000744495.1,329,8.067680235,0.044117647,1.78E-06,0.000667285,0.073178924,0.001779427
2229,GCA_900116365.1,125,3.757138563,3327,GCA_900116365.1,3,79,0.090171326,GCA_900116365.1,Zhouia,Flavobacteriaceae,3892267,99.34,False,1,GCA_900116365.1,271,8.145476405,0.046875,2.57E-07,0.000770759,0.069625234,0.00025692
1487,GCA_007197735.1,125,3.675389591,3401,GCA_007197735.1,3,54,0.08820935,GCA_007197735.1,Formosa,Flavobacteriaceae,3934786,98.84,False,2,GCA_007197735.1,281,8.262275801,0.046875,5.08E-07,0.00076243,0.071414303,0.000508287
1532,GCA_001640115.1,121,3.488036898,3469,GCA_001640115.1,3,74,0.086480254,GCA_001640115.1,Polaribacter,Flavobacteriaceae,3942702,99.66,False,1,GCA_001640115.1,243,7.004900548,0.048387097,2.54E-07,0.0007609,0.06163286,0.000253633
2235,GCA_002434285.1,115,3.582554517,3210,GCA_002434285.1,3,62,0.093457944,GCA_002434285.1,Chryseobacterium,Weeksellaceae,3650235,91.09,True,4,GCA_002434285.1,282,8.785046729,0.050847458,1.10E-06,0.000821865,0.0772553,0.00109582
214,GCA_002023715.1,115,3.057697421,3761,GCA_002023715.1,3,69,0.07976602,GCA_002023715.1,Elizabethkingia,Weeksellaceae,4154012,100,False,5,GCA_002023715.1,272,7.232119117,0.050847458,1.20E-06,0.000722193,0.065478867,0.001203656
27,GCA_003386275.1,112,3.008326618,3723,GCA_003386275.1,3,42,0.080580177,GCA_003386275.1,Winogradskyella,Flavobacteriaceae,4285759,99.67,False,4,GCA_003386275.1,284,7.628256782,0.052173913,9.33E-07,0.000699993,0.066265975,0.000933324
947,GCA_000769445.1,112,2.587202587,4329,GCA_000769445.1,3,66,0.069300069,GCA_000769445.1,Elizabethkingia,Weeksellaceae,4578109,100,False,4,GCA_000769445.1,311,7.184107184,0.052173913,8.74E-07,0.000655292,0.067931978,0.000873723
1003,GCA_002716005.1,112,3.469640644,3228,GCA_002716005.1,3,78,0.092936803,GCA_002716005.1,Leeuwenhoekiella,Flavobacteriaceae,3674042,91.51,True,4,GCA_002716005.1,231,7.156133829,0.052173913,1.09E-06,0.000816539,0.062873533,0.001088719
2185,GCA_001853485.1,112,2.535657686,4417,GCA_001853485.1,3,49,0.067919402,GCA_001853485.1,Flavobacterium,Flavobacteriaceae,5359952,99.65,False,16,GCA_001853485.1,392,8.874801902,0.052173913,2.99E-06,0.000559707,0.073134983,0.002985101
1348,GCA_002023065.1,109,2.845953003,3830,GCA_002023065.1,3,63,0.078328982,GCA_002023065.1,Elizabethkingia,Weeksellaceae,4184835,100,False,4,GCA_002023065.1,287,7.493472585,0.053571429,9.56E-07,0.000716874,0.06858096,0.000955832
2164,GCA_003385495.1,109,2.661132813,4096,GCA_003385495.1,3,57,0.073242188,GCA_003385495.1,Chryseobacterium,Weeksellaceae,4591259,100,False,13,GCA_003385495.1,315,7.690429688,0.053571429,2.83E-06,0.000653416,0.068608632,0.002831467
1057,GCA_001424105.1,109,2.742138365,3975,GCA_001424105.1,3,50,0.075471698,GCA_001424105.1,Chryseobacterium,Weeksellaceae,4318453,100,False,4,GCA_001424105.1,308,7.748427673,0.053571429,9.26E-07,0.000694693,0.071321837,0.000926258
2139,GCA_002813425.1,108,3.169944232,3407,GCA_002813425.1,3,59,0.088054006,GCA_002813425.1,Cellulophaga,Flavobacteriaceae,3934755,99.56,False,1,GCA_002813425.1,286,8.394481949,0.054054054,2.54E-07,0.000762436,0.072685593,0.000254145
276,GCA_002023475.1,108,2.62199563,4119,GCA_002023475.1,3,64,0.072833212,GCA_002023475.1,Elizabethkingia,Weeksellaceae,4421966,100,False,4,GCA_002023475.1,292,7.089099296,0.054054054,9.05E-07,0.000678431,0.066033977,0.000904575
570,GCA_002364385.1,108,3.375,3200,GCA_002364385.1,3,43,0.09375,GCA_002364385.1,Mesonia,Flavobacteriaceae,3602425,96.03,True,3,GCA_002364385.1,254,7.9375,0.054054054,8.33E-07,0.000832772,0.070508061,0.000832772
629,GCA_002310515.1,107,2.832186342,3778,GCA_002310515.1,3,62,0.079407094,GCA_002310515.1,Elizabethkingia,Weeksellaceae,4093812,100,False,4,GCA_002310515.1,274,7.252514558,0.054545455,9.77E-07,0.000732813,0.066930284,0.000977084
2025,GCA_002310535.1,107,2.832186342,3778,GCA_002310535.1,3,62,0.079407094,GCA_002310535.1,Elizabethkingia,Weeksellaceae,4093812,100,False,4,GCA_002310535.1,274,7.252514558,0.054545455,9.77E-07,0.000732813,0.066930284,0.000977084
77,GCA_000422705.1,107,3.082685105,3471,GCA_000422705.1,3,54,0.086430424,GCA_000422705.1,Flavobacterium,Flavobacteriaceae,4002854,99.65,False,3,GCA_000422705.1,279,8.038029386,0.054545455,7.49E-07,0.000749465,0.069700269,0.000749465
2347,GCA_003058265.1,107,2.900515045,3689,GCA_003058265.1,3,63,0.081322852,GCA_003058265.1,Muricauda,Flavobacteriaceae,4095960,99.34,False,2,GCA_003058265.1,316,8.566007048,0.054545455,4.88E-07,0.000732429,0.077149191,0.000488286
1410,GCA_002023685.1,106,2.692405385,3937,GCA_002023685.1,3,62,0.076200152,GCA_002023685.1,Elizabethkingia,Weeksellaceae,4270409,100,False,4,GCA_002023685.1,288,7.31521463,0.055045872,9.37E-07,0.000702509,0.067440847,0.000936678
2469,GCA_001703835.1,105,2.810492505,3736,GCA_001703835.1,3,59,0.080299786,GCA_001703835.1,Elizabethkingia,Weeksellaceae,4084052,100,False,2,GCA_001703835.1,263,7.039614561,0.055555556,4.90E-07,0.000734565,0.064396829,0.00048971
1611,GCA_001521755.1,103,2.976018492,3461,GCA_001521755.1,3,58,0.08668015,GCA_001521755.1,Elizabethkingia,Weeksellaceae,3853643,100,False,3,GCA_001521755.1,271,7.830106906,0.056603774,7.78E-07,0.000778484,0.070323068,0.000778484
2301,GCA_002022105.1,103,2.972582973,3465,GCA_002022105.1,3,58,0.086580087,GCA_002022105.1,Elizabethkingia,Weeksellaceae,3873125,100,False,3,GCA_002022105.1,270,7.792207792,0.056603774,7.75E-07,0.000774568,0.069711151,0.000774568
280,GCA_002887275.1,103,2.972582973,3465,GCA_002887275.1,3,58,0.086580087,GCA_002887275.1,Elizabethkingia,Weeksellaceae,3873114,100,False,3,GCA_002887275.1,270,7.792207792,0.056603774,7.75E-07,0.000774571,0.069711349,0.000774571
1421,GCA_002435115.1,102,2.624806999,3886,GCA_002435115.1,3,43,0.077200206,GCA_002435115.1,Maribacter,Flavobacteriaceae,4374587,98.48,True,4,GCA_002435115.1,319,8.208955224,0.057142857,9.14E-07,0.000685779,0.072921169,0.000914372
1121,GCA_002256285.1,100,3.006614552,3326,GCA_002256285.1,3,47,0.090198437,GCA_002256285.1,Flavobacterium,Flavobacteriaceae,3771254,99.65,True,3,GCA_002256285.1,285,8.568851473,0.058252427,7.95E-07,0.000795491,0.07557168,0.000795491
431,GCA_002403935.1,98,4.376953997,2239,GCA_002403935.1,3,71,0.133988388,GCA_002403935.1,Flavobacterium,Flavobacteriaceae,2509692,72.21,True,2,GCA_002403935.1,148,6.610093792,0.059405941,7.97E-07,0.001195366,0.05897138,0.000796911
879,GCA_000190595.1,98,2.970597151,3299,GCA_000190595.1,3,51,0.090936647,GCA_000190595.1,Cellulophaga,Flavobacteriaceae,3765936,99.67,False,1,GCA_000190595.1,274,8.305547135,0.059405941,2.66E-07,0.000796615,0.072757476,0.000265538
467,GCA_003006795.1,97,1.37354857,7062,GCA_003006795.1,3,61,0.042480884,GCA_003006795.1,Elizabethkingia,Weeksellaceae,3830668,76.95,False,2,GCA_003006795.1,223,3.157745681,0.06,5.22E-07,0.000783153,0.05821439,0.000522102
1212,GCA_000737705.1,95,2.1625313,4393,GCA_000737705.1,3,51,0.068290462,GCA_000737705.1,Chryseobacterium,Weeksellaceae,4754478,100,False,9,GCA_000737705.1,335,7.625768268,0.06122449,1.89E-06,0.000630984,0.070459891,0.001892952
1083,GCA_002421065.1,95,2.018699533,4706,GCA_002421065.1,3,43,0.063748406,GCA_002421065.1,Chryseobacterium,Weeksellaceae,5193646,100,True,9,GCA_002421065.1,358,7.607309817,0.06122449,1.73E-06,0.000577629,0.068930381,0.001732887
1028,GCA_002314375.1,95,2.185918086,4346,GCA_002314375.1,3,43,0.069028992,GCA_002314375.1,Chryseobacterium,Weeksellaceae,4797803,100,True,7,GCA_002314375.1,346,7.961343764,0.06122449,1.46E-06,0.000625286,0.072116342,0.001459001
908,GCA_014218815.1,94,2.161913523,4348,GCA_014218815.1,3,42,0.06899724,GCA_014218815.1,Chryseobacterium,Weeksellaceae,4786726,100,False,8,GCA_014218815.1,345,7.934682613,0.06185567,1.67E-06,0.000626733,0.072074316,0.001671288
1581,GCA_014220365.1,94,2.162908422,4346,GCA_014220365.1,3,42,0.069028992,GCA_014220365.1,Chryseobacterium,Weeksellaceae,4785644,100,False,8,GCA_014220365.1,345,7.9383341,0.06185567,1.67E-06,0.000626875,0.072090611,0.001671666
1062,GCA_014220695.1,94,2.044367116,4598,GCA_014220695.1,3,42,0.065245759,GCA_014220695.1,Chryseobacterium,Weeksellaceae,5095369,100,False,7,GCA_014220695.1,347,7.546759461,0.06185567,1.37E-06,0.00058877,0.068101054,0.001373796
618,GCA_000171875.1,93,2.724875476,3413,GCA_000171875.1,3,36,0.087899209,GCA_000171875.1,Winogradskyella,Flavobacteriaceae,3825707,98.84,False,2,GCA_000171875.1,296,8.672721946,0.0625,5.23E-07,0.000784169,0.07737132,0.000522779
864,GCA_003520985.1,93,1.993996569,4664,GCA_003520985.1,3,45,0.06432247,GCA_003520985.1,Chryseobacterium,Weeksellaceae,5180646,99.93,True,10,GCA_003520985.1,362,7.761578045,0.0625,1.93E-06,0.000579078,0.069875456,0.001930261
1594,GCA_002831685.1,88,2.874877491,3061,GCA_002831685.1,3,42,0.098007187,GCA_002831685.1,Polaribacter,Flavobacteriaceae,3567309,99.66,False,3,GCA_002831685.1,241,7.873244038,0.065934066,8.41E-07,0.00084097,0.067557927,0.00084097
