,Unnamed: 0,cazymes,Orfs_anno_cazymes%,orfs,index_x,Merops orfs total,GH total,Orfs_anno_merops%,Assembly accession,Genus,Family,scaf_bp,Completeness,MAG,Origin,Assembly accession2,Nr_BGCs,index_y,Virulence orfs total,Orfs_anno_virs%,P,BGCs/genomesize,merops_perMb,virs_perMb,bgc_perMb
924,GCA_001428525.1,238,5.054151624548736,4709,GCA_001428525.1,166,166,3.5251645784667653,GCA_001428525.1,Flavobacterium,Flavobacteriaceae,5530138.0,99.65,False,Unclassified,GCA_001428525.1_merops.txt,8.0,GCA_001428525.1,431,9.152686345296242,0.8217821782178217,1.4466185111474614e-06,0.030017334106309825,0.07793657228806948,0.0014466185111474614
120,GCA_002211465.1,203,4.488171567543666,4523,GCA_002211465.1,142,126,3.1395091753261113,GCA_002211465.1,Zobellia,Flavobacteriaceae,5395720.0,99.67,False,Marine,GCA_002211465.1_merops.txt,5.0,GCA_002211465.1,386,8.53415874419633,0.8231884057971014,9.266603900869578e-07,0.026317155078469604,0.07153818211471313,0.0009266603900869578
934,GCA_900101855.1,241,5.317740511915268,4532,GCA_900101855.1,169,163,3.729037952338923,GCA_900101855.1,Flavobacterium,Flavobacteriaceae,5340093.0,99.65,False,Marine,GCA_900101855.1_merops.txt,6.0,GCA_900101855.1,389,8.583406884377757,0.824390243902439,1.123575937722433e-06,0.031647388912515194,0.07284517329567107,0.0011235759377224328
2376,GCA_004104075.1,215,5.300788954635108,4056,GCA_004104075.1,151,154,3.7228796844181464,GCA_004104075.1,Leeuwenhoekiella,Flavobacteriaceae,4794008.0,99.62,False,Marine,GCA_004104075.1_merops.txt,4.0,GCA_004104075.1,308,7.593688362919132,0.825136612021858,8.343749113476657e-07,0.031497652903374376,0.06424686817377026,0.0008343749113476657
71,GCA_013393195.1,279,5.418527869489221,5149,GCA_013393195.1,196,186,3.8065643814332883,GCA_013393195.1,Flavobacterium,Flavobacteriaceae,6157406.0,99.65,False,Unclassified,GCA_013393195.1_merops.txt,5.0,GCA_013393195.1,429,8.33171489609633,0.8252631578947368,8.120302607948867e-07,0.031831586223159555,0.06967219637620127,0.0008120302607948867
493,GCA_900112395.1,199,5.0765306122448965,3920,GCA_900112395.1,140,129,3.571428571428571,GCA_900112395.1,Algibacter,Flavobacteriaceae,4816342.0,99.67,False,Non_marine,GCA_900112395.1_merops.txt,2.0,GCA_900112395.1,340,8.673469387755102,0.8259587020648967,4.152529035521149e-07,0.02906770324864804,0.07059299360385952,0.00041525290355211487
623,GCA_002453005.1,207,5.483443708609271,3775,GCA_002453005.1,146,146,3.867549668874172,GCA_002453005.1,Leeuwenhoekiella,Flavobacteriaceae,4533283.0,97.5,True,Marine,GCA_002453005.1_merops.txt,4.0,GCA_002453005.1,312,8.264900662251657,0.8271954674220963,8.823627379980469e-07,0.03220623993692871,0.06882429356384766,0.0008823627379980469
2285,GCA_002427935.1,153,5.232558139534883,2924,GCA_002427935.1,108,100,3.6935704514363885,GCA_002427935.1,Flavobacterium,Flavobacteriaceae,3307512.0,91.54,True,Non_marine,GCA_002427935.1_merops.txt,2.0,GCA_002427935.1,222,7.59233926128591,0.8275862068965517,6.046841251067267e-07,0.03265294275576325,0.06711993788684667,0.0006046841251067267
1111,GCA_004151235.1,241,5.425484016208914,4442,GCA_004151235.1,172,168,3.8721296713192257,GCA_004151235.1,Flavobacterium,Flavobacteriaceae,5301041.0,99.65,False,Non_marine,GCA_004151235.1_merops.txt,5.0,GCA_004151235.1,362,8.14948221521837,0.8329297820823245,9.432109655443148e-07,0.03244645721472443,0.06828847390540839,0.0009432109655443148
2433,GCA_002094855.1,235,5.764042187883248,4077,GCA_002094855.1,168,160,4.120676968359088,GCA_002094855.1,Zunongwangia,Flavobacteriaceae,4780723.0,99.62,False,Marine,GCA_002094855.1_merops.txt,2.0,GCA_002094855.1,324,7.9470198675496695,0.8337468982630273,4.183467647048365e-07,0.035141128235206265,0.06777217588218351,0.0004183467647048365
1206,GCA_009826975.1,236,5.326111487248928,4431,GCA_009826975.1,169,164,3.8140374633265623,GCA_009826975.1,Flavobacterium,Flavobacteriaceae,5258610.0,99.65,False,Unclassified,GCA_009826975.1_merops.txt,6.0,GCA_009826975.1,378,8.530805687203792,0.8345679012345679,1.1409859259386036e-06,0.03213777024727067,0.07188211333413203,0.0011409859259386035
28,GCA_002163675.1,163,4.738372093023256,3440,GCA_002163675.1,117,97,3.4011627906976747,GCA_002163675.1,Polaribacter,Flavobacteriaceae,3990261.0,99.66,False,Unclassified,GCA_002163675.1_merops.txt,2.0,GCA_002163675.1,258,7.5,0.8357142857142857,5.01220346238003e-07,0.029321390254923176,0.06465742466470238,0.000501220346238003
1256,GCA_001705175.1,234,5.466012613875263,4281,GCA_001705175.1,168,152,3.9243167484232657,GCA_001705175.1,Flavobacterium,Flavobacteriaceae,5109718.0,99.56,False,Unclassified,GCA_001705175.1_merops.txt,6.0,GCA_001705175.1,377,8.806353655687923,0.835820895522388,1.174233098578043e-06,0.0328785267601852,0.07378097969398703,0.0011742330985780429
1828,GCA_003385115.1,210,4.8331415420023,4345,GCA_003385115.1,151,143,3.4752589182968934,GCA_003385115.1,Flavobacterium,Flavobacteriaceae,5124726.0,99.29,False,Unclassified,GCA_003385115.1_merops.txt,7.0,GCA_003385115.1,357,8.216340621403912,0.8365650969529086,1.3659266856413397e-06,0.029464989933120328,0.06966226096770832,0.0013659266856413397
1981,GCA_900110335.1,254,5.4978354978354975,4620,GCA_900110335.1,184,180,3.982683982683983,GCA_900110335.1,Flavobacterium,Flavobacteriaceae,5567309.0,99.65,False,Non_marine,GCA_900110335.1_merops.txt,8.0,GCA_900110335.1,424,9.177489177489177,0.8401826484018264,1.436959938814246e-06,0.033050078592727655,0.07615887675715502,0.001436959938814246
868,GCA_011378915.1,186,5.0875273522975935,3656,GCA_011378915.1,135,117,3.6925601750547044,GCA_011378915.1,Polaribacter,Flavobacteriaceae,4545572.0,99.5,False,Unclassified,GCA_011378915.1_merops.txt,2.0,GCA_011378915.1,273,7.467177242888402,0.8411214953271028,4.399886306937829e-07,0.029699232571830343,0.060058448089701365,0.0004399886306937829
916,GCA_900129005.1,198,4.882860665844636,4055,GCA_900129005.1,144,140,3.551171393341554,GCA_900129005.1,Leeuwenhoekiella,Flavobacteriaceae,4733424.0,99.54,False,Marine,GCA_900129005.1_merops.txt,3.0,GCA_900129005.1,317,7.817509247842171,0.8421052631578947,6.337906766856297e-07,0.030421952480910223,0.06697054816978153,0.0006337906766856297
2223,GCA_004104035.1,198,4.878048780487805,4059,GCA_004104035.1,144,140,3.5476718403547673,GCA_004104035.1,Leeuwenhoekiella,Flavobacteriaceae,4747764.0,99.54,False,Marine,GCA_004104035.1_merops.txt,3.0,GCA_004104035.1,317,7.809805370780981,0.8421052631578947,6.318763948671417e-07,0.0303300669536228,0.06676827239096131,0.0006318763948671417
2453,GCA_002814075.1,173,4.7514419115627575,3641,GCA_002814075.1,126,104,3.460587750617962,GCA_002814075.1,Polaribacter,Flavobacteriaceae,4526271.0,99.33,False,Non_marine,GCA_002814075.1_merops.txt,2.0,GCA_002814075.1,269,7.388080197747872,0.842809364548495,4.4186483752298523e-07,0.02783748476394807,0.05943082064684151,0.00044186483752298525
820,GCA_900156625.1,204,4.577069777877496,4457,GCA_900156625.1,149,123,3.34305586717523,GCA_900156625.1,Zobellia,Flavobacteriaceae,5303163.0,99.67,False,Unclassified,GCA_900156625.1_merops.txt,5.0,GCA_900156625.1,389,8.727843841148756,0.8441926345609065,9.428335504679e-07,0.02809643980394342,0.07335245022640263,0.0009428335504679
1916,GCA_004358095.2,146,4.884576781532285,2989,GCA_004358095.2,107,97,3.5797925727668116,GCA_004358095.2,Seonamhaeicola,Flavobacteriaceae,3537147.0,99.01,False,Unclassified,GCA_004358095.2_merops.txt,1.0,GCA_004358095.2,224,7.494145199063232,0.8458498023715415,2.827137238005658e-07,0.030250368446660545,0.06332787413132675,0.0002827137238005658
93,GCA_009789235.1,219,5.078849721706863,4312,GCA_009789235.1,161,156,3.7337662337662336,GCA_009789235.1,Flavobacterium,Flavobacteriaceae,5047837.0,99.65,False,Unclassified,GCA_009789235.1_merops.txt,5.0,GCA_009789235.1,352,8.16326530612245,0.8473684210526315,9.90523267688715e-07,0.031894849219576624,0.06973283804528554,0.000990523267688715
1765,GCA_003122385.1,267,5.430140329469189,4917,GCA_003122385.1,197,169,4.006508033353671,GCA_003122385.1,Flavobacterium,Flavobacteriaceae,5877431.0,99.65,False,Non_marine,GCA_003122385.1_merops.txt,7.0,GCA_003122385.1,405,8.23672971323978,0.8491379310344828,1.190996542537037e-06,0.033518045554256616,0.06890765710392857,0.001190996542537037
500,GCA_000834715.1,253,5.235927152317879,4832,GCA_000834715.1,187,179,3.8700331125827816,GCA_000834715.1,Flavobacterium,Flavobacteriaceae,5747109.0,99.65,False,Non_marine,GCA_000834715.1_merops.txt,6.0,GCA_000834715.1,431,8.919701986754967,0.85,1.0440031675056103e-06,0.03253809872059152,0.07499422753248633,0.0010440031675056102
2341,GCA_003590565.1,234,5.03334050333405,4649,GCA_003590565.1,173,152,3.721230372123037,GCA_003590565.1,Flavobacterium,Flavobacteriaceae,5377387.0,99.65,False,Non_marine,GCA_003590565.1_merops.txt,5.0,GCA_003590565.1,388,8.345880834588083,0.8501228501228502,9.298196317281981e-07,0.032171759257795654,0.07215400342210818,0.0009298196317281981
101,GCA_014204385.1,231,4.885786802030458,4728,GCA_014204385.1,171,146,3.616751269035533,GCA_014204385.1,Flavobacterium,Flavobacteriaceae,5508353.0,99.65,False,Unclassified,GCA_014204385.1_merops.txt,6.0,GCA_014204385.1,397,8.39678510998308,0.8507462686567164,1.0892548099223125e-06,0.03104376208278591,0.07207235992319301,0.0010892548099223126
1957,GCA_014207905.1,231,4.889923793395427,4724,GCA_014207905.1,171,146,3.619813717188823,GCA_014207905.1,Flavobacterium,Flavobacteriaceae,5507597.0,99.65,False,Unclassified,GCA_014207905.1_merops.txt,6.0,GCA_014207905.1,397,8.4038950042337,0.8507462686567164,1.0894043264240284e-06,0.031048023303084808,0.07208225293172323,0.0010894043264240284
1995,GCA_900112105.1,208,5.841055883178883,3561,GCA_900112105.1,154,138,4.324627913507442,GCA_900112105.1,Zunongwangia,Flavobacteriaceae,4131682.0,99.62,False,Non_marine,GCA_900112105.1_merops.txt,2.0,GCA_900112105.1,283,7.947205841055884,0.850828729281768,4.840643592609499e-07,0.03727295566309314,0.06849510683542441,0.0004840643592609499
561,GCA_903819335.1,243,5.105042016806721,4760,GCA_903819335.1,180,167,3.7815126050420167,GCA_903819335.1,Flavobacterium,Flavobacteriaceae,5623477.0,99.65,False,Unclassified,GCA_903819335.1_merops.txt,8.0,GCA_903819335.1,433,9.096638655462185,0.851063829787234,1.422607401079439e-06,0.032008666524287376,0.07699862558342463,0.001422607401079439
2030,GCA_002973595.1,168,4.86815415821501,3451,GCA_002973595.1,125,99,3.6221385105766446,GCA_002973595.1,Jejuia,Flavobacteriaceae,4110363.0,99.34,False,Non_marine,GCA_002973595.1_merops.txt,2.0,GCA_002973595.1,288,8.345407128368588,0.8532423208191127,4.865750299912684e-07,0.030410939374454275,0.07006680431874265,0.00048657502999126847
730,GCA_002708845.1,184,5.04109589041096,3650,GCA_002708845.1,137,127,3.753424657534247,GCA_002708845.1,Leeuwenhoekiella,Flavobacteriaceae,4353457.0,99.37,True,Marine,GCA_002708845.1_merops.txt,5.0,GCA_002708845.1,297,8.136986301369863,0.8535825545171339,1.148512549911484e-06,0.031469243867574666,0.06822164546474216,0.0011485125499114842
2076,GCA_001429295.1,224,5.16724336793541,4335,GCA_001429295.1,167,144,3.8523644752018456,GCA_001429295.1,Flavobacterium,Flavobacteriaceae,5087956.0,99.29,False,Unclassified,GCA_001429295.1_merops.txt,6.0,GCA_001429295.1,387,8.927335640138407,0.8542199488491049,1.179255480982933e-06,0.0328226108873583,0.07606197852339917,0.0011792554809829329
2122,GCA_002210235.1,241,5.050293378038559,4772,GCA_002210235.1,180,166,3.7720033528918693,GCA_002210235.1,Flavobacterium,Flavobacteriaceae,5620987.0,99.65,False,Non_marine,GCA_002210235.1_merops.txt,8.0,GCA_002210235.1,435,9.115674769488685,0.8551068883610451,1.4232375915475342e-06,0.03202284580981952,0.07738854404039718,0.0014232375915475342
2439,GCA_001275605.1,241,5.0439514441188775,4778,GCA_001275605.1,180,166,3.7672666387609874,GCA_001275605.1,Flavobacterium,Flavobacteriaceae,5627095.0,99.65,False,Unclassified,GCA_001275605.1_merops.txt,8.0,GCA_001275605.1,436,9.125156969443282,0.8551068883610451,1.4216927206667027e-06,0.031988086215000815,0.0774822532763353,0.0014216927206667028
1422,GCA_900129795.1,253,5.4537615865488265,4639,GCA_900129795.1,189,179,4.074153912481139,GCA_900129795.1,Flavobacterium,Flavobacteriaceae,5610899.0,99.65,False,Non_marine,GCA_900129795.1_merops.txt,8.0,GCA_900129795.1,430,9.269239060142272,0.8552036199095022,1.4257964721874339e-06,0.033684441655428124,0.07663656038007456,0.001425796472187434
827,GCA_002428965.1,152,4.540023894862605,3348,GCA_002428965.1,114,97,3.405017921146954,GCA_002428965.1,Jejuia,Flavobacteriaceae,3871695.0,98.18,True,Unclassified,GCA_002428965.1_merops.txt,1.0,GCA_002428965.1,278,8.303464755077657,0.8571428571428571,2.5828480807501623e-07,0.02944446812055185,0.07180317664485451,0.00025828480807501625
1065,GCA_002221975.1,244,4.695016355589764,5197,GCA_002221975.1,183,158,3.5212622666923226,GCA_002221975.1,Flavobacterium,Flavobacteriaceae,6041815.0,99.65,False,Non_marine,GCA_002221975.1_merops.txt,6.0,GCA_002221975.1,438,8.42793919568982,0.8571428571428571,9.930790664725749e-07,0.03028891152741353,0.07249477185249796,0.0009930790664725749
1481,GCA_900142355.1,244,4.7040678619625975,5187,GCA_900142355.1,183,158,3.5280508964719495,GCA_900142355.1,Flavobacterium,Flavobacteriaceae,6052484.0,99.65,False,Non_marine,GCA_900142355.1_merops.txt,7.0,GCA_900142355.1,440,8.482745324850589,0.8571428571428571,1.1565499388350304e-06,0.030235519829544366,0.07269742472677333,0.0011565499388350305
718,GCA_000016645.1,244,4.6995377503852085,5192,GCA_000016645.1,183,158,3.5246533127889057,GCA_000016645.1,Flavobacterium,Flavobacteriaceae,6096872.0,99.65,False,Non_marine,GCA_000016645.1_merops.txt,7.0,GCA_000016645.1,439,8.455315870570109,0.8571428571428571,1.1481297294743927e-06,0.030015391499116268,0.07200413589132264,0.0011481297294743927
1255,GCA_004352915.1,245,5.5505210693248745,4414,GCA_004352915.1,184,169,4.168554599003172,GCA_004352915.1,Flavobacterium,Flavobacteriaceae,5245985.0,99.65,False,Unclassified,GCA_004352915.1_merops.txt,5.0,GCA_004352915.1,363,8.22383325781604,0.8578088578088578,9.531098544887185e-07,0.03507444264518484,0.06919577543588097,0.0009531098544887186
1042,GCA_010365135.1,149,4.751275510204081,3136,GCA_010365135.1,112,84,3.571428571428571,GCA_010365135.1,Flavobacterium,Flavobacteriaceae,3642065.0,76.21,True,Non_marine,GCA_010365135.1_merops.txt,6.0,GCA_010365135.1,249,7.940051020408164,0.8582375478927203,1.64741705598335e-06,0.030751785045022538,0.06836780782330902,0.00164741705598335
2065,GCA_004368785.1,260,5.3707911588514765,4841,GCA_004368785.1,196,185,4.048750258211113,GCA_004368785.1,Flavobacterium,Flavobacteriaceae,5727777.0,99.65,False,Unclassified,GCA_004368785.1_merops.txt,14.0,GCA_004368785.1,450,9.295600082627557,0.8596491228070176,2.4442292358798187e-06,0.03421920930231746,0.07856451115327989,0.0024442292358798187
779,GCA_000764755.1,179,3.928884986830553,4556,GCA_000764755.1,135,121,2.9631255487269534,GCA_000764755.1,Algibacter,Flavobacteriaceae,4692319.0,95.97,False,Unclassified,GCA_000764755.1_merops.txt,2.0,GCA_000764755.1,312,6.848112379280071,0.8598726114649682,4.262284810559555e-07,0.028770422471276993,0.06649164304472906,0.0004262284810559555
489,GCA_002814055.1,192,5.529953917050692,3472,GCA_002814055.1,145,129,4.176267281105991,GCA_002814055.1,Polaribacter,Flavobacteriaceae,4122594.0,98.66,False,Unclassified,GCA_002814055.1_merops.txt,1.0,GCA_002814055.1,264,7.603686635944701,0.8605341246290801,2.425657243958537e-07,0.035172030037398785,0.06403735124050537,0.0002425657243958537
2206,GCA_004366435.1,222,5.2894924946390285,4197,GCA_004366435.1,168,138,4.0028591851322375,GCA_004366435.1,Flavobacterium,Flavobacteriaceae,4926114.0,99.65,False,Unclassified,GCA_004366435.1_merops.txt,6.0,GCA_004366435.1,373,8.887300452704313,0.8615384615384616,1.2179986090455885e-06,0.03410396105327648,0.07571891352900074,0.0012179986090455886
2202,GCA_009674825.1,210,5.3299492385786795,3940,GCA_009674825.1,159,143,4.035532994923858,GCA_009674825.1,Maribacter_A,Flavobacteriaceae,4651603.0,99.34,False,Unclassified,GCA_009674825.1_merops.txt,2.0,GCA_009674825.1,335,8.50253807106599,0.8617886178861789,4.299593065014362e-07,0.034181764866864174,0.07201818383899056,0.0004299593065014362
1115,GCA_008329825.1,239,4.736424891002773,5046,GCA_008329825.1,181,152,3.586999603646453,GCA_008329825.1,Flavobacterium,Flavobacteriaceae,5855069.0,99.65,True,Unclassified,GCA_008329825.1_merops.txt,7.0,GCA_008329825.1,433,8.581054300435989,0.861904761904762,1.195545261721083e-06,0.030913384624502292,0.07395301404646128,0.0011955452617210829
557,GCA_002482975.1,245,4.751745539177658,5156,GCA_002482975.1,186,167,3.60744763382467,GCA_002482975.1,Flavobacterium,Flavobacteriaceae,5966781.0,95.54,True,Unclassified,GCA_002482975.1_merops.txt,9.0,GCA_002482975.1,433,8.397982932505817,0.8631090487238979,1.5083509852297244e-06,0.03117258702808097,0.07256844184494118,0.0015083509852297245
698,GCA_001975665.1,192,5.501432664756447,3490,GCA_001975665.1,146,129,4.183381088825215,GCA_001975665.1,Polaribacter,Flavobacteriaceae,4125014.0,98.99,False,Unclassified,GCA_001975665.1_merops.txt,1.0,GCA_001975665.1,266,7.621776504297994,0.863905325443787,2.4242341965384843e-07,0.035393819269461876,0.06448462962792369,0.00024242341965384842
1876,GCA_001680875.1,192,5.501432664756447,3490,GCA_001680875.1,146,129,4.183381088825215,GCA_001680875.1,Polaribacter,Flavobacteriaceae,4104437.0,98.99,False,Unclassified,GCA_001680875.1_merops.txt,1.0,GCA_001680875.1,265,7.593123209169055,0.863905325443787,2.4363877433129076e-07,0.03557126105236845,0.06456427519779205,0.00024363877433129075
317,GCA_001951155.1,179,5.037996059667886,3553,GCA_001951155.1,137,94,3.855896425555868,GCA_001951155.1,Gramella,Flavobacteriaceae,4007868.0,99.49,False,Marine,GCA_001951155.1_merops.txt,2.0,GCA_001951155.1,305,8.58429496200394,0.8670886075949367,4.990184307467212e-07,0.034182762506150405,0.07610031068887499,0.0004990184307467212
1983,GCA_900182675.1,226,4.9280418665503705,4586,GCA_900182675.1,173,154,3.7723506323593545,GCA_900182675.1,Flavobacterium,Flavobacteriaceae,5433298.0,99.65,False,Unclassified,GCA_900182675.1_merops.txt,12.0,GCA_900182675.1,376,8.198866114260795,0.8671679197994987,2.20860331975165e-06,0.03184069785975296,0.06920290401888503,0.00220860331975165
397,GCA_001685485.1,188,5.036163943209216,3733,GCA_001685485.1,144,115,3.857487275649612,GCA_001685485.1,Formosa,Flavobacteriaceae,4305801.0,99.01,False,Unclassified,GCA_001685485.1_merops.txt,1.0,GCA_001685485.1,262,7.018483793195821,0.8674698795180723,2.3224482506274674e-07,0.03344325480903553,0.06084814416643965,0.00023224482506274674
745,GCA_008369745.1,225,4.866969500324465,4623,GCA_008369745.1,173,154,3.742158771360588,GCA_008369745.1,Flavobacterium,Flavobacteriaceae,5497186.0,99.65,False,Non_marine,GCA_008369745.1_merops.txt,6.0,GCA_008369745.1,380,8.219770711659095,0.8693467336683417,1.0914675253848059e-06,0.03147064698192857,0.06912627660770439,0.0010914675253848058
1961,GCA_002001005.1,195,5.388228792484112,3619,GCA_002001005.1,150,128,4.144791378833932,GCA_002001005.1,Flavobacterium,Flavobacteriaceae,4346765.0,98.94,False,Unclassified,GCA_002001005.1_merops.txt,3.0,GCA_002001005.1,300,8.289582757667864,0.8695652173913043,6.901684356067098e-07,0.034508421780335495,0.06901684356067099,0.0006901684356067098
2375,GCA_002291795.1,182,4.859813084112148,3745,GCA_002291795.1,140,126,3.7383177570093453,GCA_002291795.1,Leeuwenhoekiella,Flavobacteriaceae,4454414.0,98.86,True,Marine,GCA_002291795.1_merops.txt,5.0,GCA_002291795.1,285,7.610146862483311,0.8695652173913043,1.1224821042678116e-06,0.03142949891949873,0.06398147994326527,0.0011224821042678116
1865,GCA_001879205.1,230,4.941985388912762,4654,GCA_001879205.1,177,160,3.8031800601633003,GCA_001879205.1,Flavobacterium,Flavobacteriaceae,5492177.0,99.65,False,Unclassified,GCA_001879205.1_merops.txt,6.0,GCA_001879205.1,400,8.594757198109154,0.8697788697788698,1.0924629705124215e-06,0.03222765763011643,0.0728308647008281,0.0010924629705124215
