Genome,BGC_full,Similarity2
GCA_900103755.1,GCA_900103755.1_contig25.region001,0.13
GCA_900683625.1,GCA_900683625.1_contig1.region003,0.13
GCA_009901525.1,GCA_009901525.1_contig1.region006,0.13
GCA_013002355.1,GCA_013002355.1_contig0358.region001,0.13
GCA_001553545.1,GCA_001553545.1_contig1.region003,0.13
GCA_900115315.1,GCA_900115315.1_contig22.region003,0.13
GCA_900187255.1,GCA_900187255.1_contig1.region001,0.13
GCA_004139715.1,GCA_004139715.1_contig1.region003,0.14
GCA_900105545.1,GCA_900105545.1_contig2.region002,0.14
GCA_004364165.1,GCA_004364165.1_contig01.region002,0.14
GCA_004364165.1,GCA_004364165.1_contig01.region002,0.14
GCA_900105545.1,GCA_900105545.1_contig2.region002,0.14
GCA_004139715.1,GCA_004139715.1_contig1.region003,0.14
GCA_004364165.1,GCA_004364165.1_contig01.region002,0.14
GCA_900105545.1,GCA_900105545.1_contig2.region002,0.14
GCA_000737685.1,GCA_000737685.1_contig01.region003,0.14
GCA_002217435.1,GCA_002217435.1_contig23.region001,0.14
GCA_004139715.1,GCA_004139715.1_contig1.region003,0.14
GCA_000733945.1,GCA_000733945.1_contig2.region003,0.15
GCA_001831475.1,GCA_001831475.1_contig1.region001,0.15
GCA_001686945.1,GCA_001686945.1_contig29.region001,0.15
GCA_004296145.1,GCA_004296145.1_contig0395.region001,0.16
GCA_003061345.1,GCA_003061345.1_contig1009.region001,0.16
GCA_003061395.1,GCA_003061395.1_contig0043.region001,0.16
GCA_003061225.1,GCA_003061225.1_contig643.region001,0.16
GCA_002696305.1,GCA_002696305.1_contig101.region001,0.16
GCA_000801615.1,GCA_000801615.1_contig045.region001,0.16
GCA_000801695.1,GCA_000801695.1_contig042.region001,0.16
GCA_000801715.1,GCA_000801715.1_contig038.region001,0.16
GCA_900186515.1,GCA_900186515.1_contig007.region001,0.16
GCA_000183985.1,GCA_000183985.1_contig1.region001,0.16
GCA_000277665.1,GCA_000277665.1_contig12.region001,0.16
GCA_000411575.1,GCA_000411575.1_contig7.region001,0.16
GCA_002998835.1,GCA_002998835.1_contig1.region004,0.16
GCA_013394735.1,GCA_013394735.1_contig1.region001,0.16
GCA_900446705.1,GCA_900446705.1_contig23.region001,0.16
GCA_900460915.1,GCA_900460915.1_contig01.region003,0.16
GCA_000023285.1,GCA_000023285.1_contig1.region001,0.16
GCA_000271925.1,GCA_000271925.1_contig02.region001,0.16
GCA_013394785.1,GCA_013394785.1_contig2.region001,0.16
GCA_900618145.1,GCA_900618145.1_contig2.region004,0.16
GCA_003517615.1,GCA_003517615.1_contig198.region001,0.16
GCA_003935165.1,GCA_003935165.1_contig006.region001,0.16
GCA_003935845.1,GCA_003935845.1_contig003.region001,0.16
GCA_002204825.1,GCA_002204825.1_contig015.region001,0.16
GCA_002209445.1,GCA_002209445.1_contig1.region004,0.16
GCA_002452945.1,GCA_002452945.1_contig141.region001,0.16
GCA_013214625.1,GCA_013214625.1_contig018.region001,0.16
GCA_002747105.1,GCA_002747105.1_contig10.region001,0.16
GCA_002999135.1,GCA_002999135.1_contig1.region003,0.16
GCA_003232155.1,GCA_003232155.1_contig072.region001,0.16
GCA_003507715.1,GCA_003507715.1_contig328.region001,0.16
GCA_001553545.1,GCA_001553545.1_contig1.region001,0.16
GCA_900115315.1,GCA_900115315.1_contig22.region001,0.16
GCA_900187255.1,GCA_900187255.1_contig1.region003,0.16
GCA_000218485.2,GCA_000218485.2_contig148.region001,0.17
GCA_000520995.1,GCA_000520995.1_contig047.region001,0.17
GCA_900299475.1,GCA_900299475.1_contig119.region001,0.17
GCA_900299525.1,GCA_900299525.1_contig21.region001,0.17
GCA_011751075.1,GCA_011751075.1_contig245.region001,0.17
GCA_000626715.1,GCA_000626715.1_contig10.region001,0.17
GCA_900312745.1,GCA_900312745.1_contig02.region002,0.17
GCA_900312745.1,GCA_900312745.1_contig02.region002,0.17
GCA_003725735.1,GCA_003725735.1_contig045.region001,0.17
GCA_900119185.1,GCA_900119185.1_contig34.region001,0.17
GCA_000737715.1,GCA_000737715.1_contig03.region001,0.17
GCA_000737765.1,GCA_000737765.1_contig07.region001,0.17
GCA_000800075.1,GCA_000800075.1_contig04.region001,0.17
GCA_001045465.1,GCA_001045465.1_contig03.region004,0.17
GCA_002216065.1,GCA_002216065.1_contig1.region004,0.17
GCA_002754245.1,GCA_002754245.1_contig1.region008,0.17
GCA_003520985.1,GCA_003520985.1_contig14.region001,0.17
GCA_011752975.1,GCA_011752975.1_contig22.region001,0.17
GCA_012927325.1,GCA_012927325.1_contig02.region002,0.17
GCA_900115055.1,GCA_900115055.1_contig07.region001,0.17
GCA_900128945.1,GCA_900128945.1_contig02.region003,0.17
GCA_900129105.1,GCA_900129105.1_contig11.region002,0.17
GCA_000737715.1,GCA_000737715.1_contig05.region001,0.18
GCA_000333355.1,GCA_000333355.1_contig601.region001,0.19
GCA_003061395.1,GCA_003061395.1_contig0556.region001,0.19
GCA_003061395.1,GCA_003061395.1_contig0680.region001,0.19
GCA_001278825.1,GCA_001278825.1_contig1.region001,0.19
GCA_002296555.1,GCA_002296555.1_contig188.region001,0.19
GCA_003517615.1,GCA_003517615.1_contig428.region001,0.19
GCA_003476275.1,GCA_003476275.1_contig015.region001,0.19
GCA_000318275.2,GCA_000318275.2_contig065.region001,0.19
GCA_003232155.1,GCA_003232155.1_contig057.region001,0.19
GCA_000318295.1,GCA_000318295.1_contig122.region001,0.19
GCA_900446695.1,GCA_900446695.1_contig09.region001,0.19
GCA_000173675.1,GCA_000173675.1_contig64.region003,0.19
GCA_002302395.1,GCA_002302395.1_contig1.region004,0.19
GCA_002302495.1,GCA_002302495.1_contig1.region004,0.19
GCA_002302595.1,GCA_002302595.1_contig1.region004,0.19
GCA_002312885.1,GCA_002312885.1_contig1.region001,0.19
GCA_900638125.1,GCA_900638125.1_contig1.region004,0.19
GCA_002435265.1,GCA_002435265.1_contig376.region001,0.19
GCA_002690095.1,GCA_002690095.1_contig040.region001,0.19
GCA_002384605.1,GCA_002384605.1_contig173.region001,0.19
GCA_003482965.1,GCA_003482965.1_contig075.region001,0.19
GCA_002222055.1,GCA_002222055.1_contig074.region001,0.2
GCA_003148525.1,GCA_003148525.1_contig03.region001,0.2
GCA_003709475.1,GCA_003709475.1_contig13.region005,0.2
GCA_003710065.1,GCA_003710065.1_contig2.region011,0.2
GCA_902728265.1,GCA_902728265.1_contig001.region001,0.2
GCA_902167285.2,GCA_902167285.2_contig1.region001,0.2
GCA_902167275.1,GCA_902167275.1_contig5.region001,0.2
GCA_010645065.1,GCA_010645065.1_contig026.region001,0.2
GCA_003968825.1,GCA_003968825.1_contig05.region001,0.2
GCA_003970335.1,GCA_003970335.1_contig11.region001,0.2
GCA_003970375.1,GCA_003970375.1_contig13.region001,0.2
GCA_003970395.1,GCA_003970395.1_contig11.region001,0.2
GCA_001800905.1,GCA_001800905.1_contig2.region001,0.2
GCA_002150205.1,GCA_002150205.1_contig333.region001,0.2
GCA_003350545.1,GCA_003350545.1_contig04.region001,0.2
GCA_003634755.1,GCA_003634755.1_contig01.region001,0.2
GCA_007994155.1,GCA_007994155.1_contig04.region001,0.2
GCA_011365745.1,GCA_011365745.1_contig01.region002,0.2
GCA_012911605.1,GCA_012911605.1_contig017.region001,0.2
GCA_014305215.1,GCA_014305215.1_contig01.region002,0.2
GCA_003634825.1,GCA_003634825.1_contig1.region001,0.2
GCA_009926065.1,GCA_009926065.1_contig16.region001,0.2
GCA_011064265.1,GCA_011064265.1_contig1.region002,0.2
GCA_014156605.1,GCA_014156605.1_contig096.region001,0.2
GCA_900110375.1,GCA_900110375.1_contig16.region001,0.2
GCA_000708595.2,GCA_000708595.2_contig02.region001,0.2
GCA_000378485.1,GCA_000378485.1_contig04.region001,0.2
GCA_000769825.1,GCA_000769825.1_contig61.region001,0.2
GCA_000425505.1,GCA_000425505.1_contig07.region002,0.2
GCA_007109225.1,GCA_007109225.1_contig11.region002,0.2
GCA_008806775.1,GCA_008806775.1_contig22.region001,0.2
GCA_013294025.1,GCA_013294025.1_contig11.region001,0.2
GCA_014385425.1,GCA_014385425.1_contig1.region001,0.2
GCA_900108015.1,GCA_900108015.1_contig27.region002,0.2
GCA_000282055.1,GCA_000282055.1_contig083.region001,0.2
GCA_000425485.1,GCA_000425485.1_contig09.region001,0.2
GCA_001423985.1,GCA_001423985.1_contig02.region001,0.2
GCA_001899155.1,GCA_001899155.1_contig12.region001,0.2
GCA_002846575.1,GCA_002846575.1_contig01.region001,0.2
GCA_003525665.1,GCA_003525665.1_contig148.region001,0.2
GCA_003634455.1,GCA_003634455.1_contig01.region002,0.2
GCA_003663835.1,GCA_003663835.1_contig01.region002,0.2
GCA_003865365.1,GCA_003865365.1_contig01.region002,0.2
GCA_004799385.1,GCA_004799385.1_contig31.region001,0.2
GCA_006385255.1,GCA_006385255.1_contig33.region001,0.2
GCA_014138495.1,GCA_014138495.1_contig1.region002,0.2
GCA_900543775.1,GCA_900543775.1_contig013.region001,0.2
GCA_000422705.1,GCA_000422705.1_contig01.region001,0.2
GCA_001464475.1,GCA_001464475.1_contig01.region001,0.2
GCA_002256285.1,GCA_002256285.1_contig23.region001,0.2
GCA_003055625.1,GCA_003055625.1_contig1.region002,0.2
GCA_003097535.1,GCA_003097535.1_contig1.region001,0.2
GCA_004122105.1,GCA_004122105.1_contig11.region001,0.2
GCA_007992475.1,GCA_007992475.1_contig02.region001,0.2
GCA_011392125.1,GCA_011392125.1_contig10.region001,0.2
GCA_900100375.1,GCA_900100375.1_contig09.region002,0.2
GCA_002754315.1,GCA_002754315.1_contig1.region001,0.2
GCA_003003155.1,GCA_003003155.1_contig02.region001,0.2
GCA_003312425.1,GCA_003312425.1_contig23.region001,0.2
GCA_003633605.1,GCA_003633605.1_contig1.region004,0.2
GCA_004349155.1,GCA_004349155.1_contig01.region002,0.2
GCA_004349195.1,GCA_004349195.1_contig11.region001,0.2
GCA_004349315.1,GCA_004349315.1_contig01.region001,0.2
GCA_900129705.1,GCA_900129705.1_contig17.region001,0.2
GCA_002797535.1,GCA_002797535.1_contig2.region001,0.2
GCA_009360585.1,GCA_009360585.1_contig10.region001,0.2
GCA_003534545.1,GCA_003534545.1_contig2.region001,0.2
GCA_009915155.1,GCA_009915155.1_contig07.region001,0.2
GCA_011742145.1,GCA_011742145.1_contig095.region001,0.2
GCA_011752975.1,GCA_011752975.1_contig29.region001,0.2
GCA_900142445.1,GCA_900142445.1_contig63.region001,0.2
GCA_000282115.1,GCA_000282115.1_contig002.region001,0.2
GCA_000744495.1,GCA_000744495.1_contig04.region001,0.2
GCA_000746315.1,GCA_000746315.1_contig04.region001,0.2
GCA_001456155.1,GCA_001456155.1_contig1.region005,0.2
GCA_003384775.1,GCA_003384775.1_contig2.region001,0.2
GCA_900156075.1,GCA_900156075.1_contig41.region001,0.2
GCA_002222055.1,GCA_002222055.1_contig074.region001,0.2
GCA_003148525.1,GCA_003148525.1_contig03.region001,0.2
GCA_000737775.1,GCA_000737775.1_contig21.region001,0.2
GCA_001013295.1,GCA_001013295.1_contig148.region001,0.2
GCA_001045455.1,GCA_001045455.1_contig04.region001,0.2
GCA_001297705.1,GCA_001297705.1_contig03.region002,0.2
GCA_001677935.1,GCA_001677935.1_contig115.region001,0.2
GCA_001677955.1,GCA_001677955.1_contig025.region001,0.2
GCA_001684975.1,GCA_001684975.1_contig23.region002,0.2
GCA_002285635.2,GCA_002285635.2_contig1.region004,0.2
GCA_002893085.1,GCA_002893085.1_contig33.region001,0.2
GCA_002899875.1,GCA_002899875.1_contig32.region002,0.2
GCA_003385415.1,GCA_003385415.1_contig070.region001,0.2
GCA_003391035.1,GCA_003391035.1_contig88.region001,0.2
GCA_003709475.1,GCA_003709475.1_contig13.region005,0.2
GCA_003710065.1,GCA_003710065.1_contig2.region006,0.2
GCA_003729935.1,GCA_003729935.1_contig24.region002,0.2
GCA_003815655.1,GCA_003815655.1_contig1.region006,0.2
GCA_003815755.1,GCA_003815755.1_contig1.region002,0.2
GCA_003815875.1,GCA_003815875.1_contig1.region007,0.2
GCA_003815995.1,GCA_003815995.1_contig1.region001,0.2
GCA_014204415.1,GCA_014204415.1_contig01.region001,0.2
GCA_900142445.1,GCA_900142445.1_contig63.region001,0.2
GCA_900143185.1,GCA_900143185.1_contig8.region001,0.2
GCA_900168205.1,GCA_900168205.1_contig35.region001,0.2
GCA_900446785.1,GCA_900446785.1_contig11.region001,0.2
GCA_902506175.1,GCA_902506175.1_contig16.region001,0.2
GCA_902706275.1,GCA_902706275.1_contig09.region001,0.2
GCA_902729325.1,GCA_902729325.1_contig051.region001,0.2
GCA_903166575.1,GCA_903166575.1_contig39.region001,0.2
GCA_000143785.1,GCA_000143785.1_contig1.region005,0.2
GCA_000282115.1,GCA_000282115.1_contig003.region001,0.2
GCA_000744495.1,GCA_000744495.1_contig05.region001,0.2
GCA_000746315.1,GCA_000746315.1_contig05.region001,0.2
GCA_000799455.1,GCA_000799455.1_contig03.region001,0.2
GCA_000799645.1,GCA_000799645.1_contig19.region001,0.2
GCA_001563495.1,GCA_001563495.1_contig01.region001,0.2
GCA_002294525.1,GCA_002294525.1_contig07.region001,0.2
GCA_002420545.1,GCA_002420545.1_contig08.region001,0.2
GCA_002770595.1,GCA_002770595.1_contig1.region001,0.2
GCA_002899945.2,GCA_002899945.2_contig59.region001,0.2
GCA_003061395.1,GCA_003061395.1_contig0644.region001,0.2
GCA_003815675.1,GCA_003815675.1_contig1.region003,0.2
GCA_004328965.1,GCA_004328965.1_contig1.region004,0.2
GCA_007991415.1,GCA_007991415.1_contig002.region001,0.2
GCA_009602705.1,GCA_009602705.1_contig1.region002,0.2
GCA_900169075.1,GCA_900169075.1_contig4.region004,0.2
GCA_900636535.1,GCA_900636535.1_contig1.region003,0.2
GCA_000737765.1,GCA_000737765.1_contig04.region001,0.2
GCA_000745535.1,GCA_000745535.1_contig02.region001,0.2
GCA_000799235.1,GCA_000799235.1_contig13.region001,0.2
GCA_000799325.1,GCA_000799325.1_contig12.region003,0.2
GCA_000799335.1,GCA_000799335.1_contig04.region003,0.2
GCA_000799375.1,GCA_000799375.1_contig1.region001,0.2
GCA_000813825.1,GCA_000813825.1_contig34.region001,0.2
GCA_001593385.1,GCA_001593385.1_contig01.region001,0.2
GCA_002025665.1,GCA_002025665.1_contig1.region002,0.2
GCA_002315415.1,GCA_002315415.1_contig42.region001,0.2
GCA_002338325.1,GCA_002338325.1_contig06.region002,0.2
GCA_002430025.1,GCA_002430025.1_contig34.region001,0.2
GCA_002754245.1,GCA_002754245.1_contig1.region006,0.2
GCA_002899895.2,GCA_002899895.2_contig01.region001,0.2
GCA_002979455.1,GCA_002979455.1_contig07.region001,0.2
GCA_002979665.1,GCA_002979665.1_contig07.region001,0.2
GCA_002979755.1,GCA_002979755.1_contig01.region003,0.2
GCA_003201365.1,GCA_003201365.1_contig01.region002,0.2
GCA_003347605.1,GCA_003347605.1_contig33.region001,0.2
GCA_003384725.1,GCA_003384725.1_contig17.region001,0.2
GCA_003385455.1,GCA_003385455.1_contig07.region001,0.2
GCA_003385595.1,GCA_003385595.1_contig10.region001,0.2
GCA_003610675.1,GCA_003610675.1_contig01.region003,0.2
GCA_003663845.1,GCA_003663845.1_contig1.region006,0.2
GCA_003729985.1,GCA_003729985.1_contig03.region001,0.2
GCA_003815775.1,GCA_003815775.1_contig1.region002,0.2
GCA_003852415.1,GCA_003852415.1_contig14.region002,0.2
GCA_003971235.1,GCA_003971235.1_contig1.region004,0.2
GCA_004119445.1,GCA_004119445.1_contig086.region001,0.2
GCA_004137745.1,GCA_004137745.1_contig1.region005,0.2
GCA_004916905.1,GCA_004916905.1_contig34.region001,0.2
GCA_005503635.1,GCA_005503635.1_contig12.region002,0.2
GCA_006716485.1,GCA_006716485.1_contig1.region003,0.2
GCA_006829085.1,GCA_006829085.1_contig14.region001,0.2
GCA_008274625.1,GCA_008274625.1_contig01.region001,0.2
GCA_008386485.1,GCA_008386485.1_contig11.region001,0.2
GCA_008386505.1,GCA_008386505.1_contig01.region002,0.2
GCA_009648515.1,GCA_009648515.1_contig1.region003,0.2
GCA_009648535.1,GCA_009648535.1_contig1.region006,0.2
GCA_009904105.1,GCA_009904105.1_contig375.region001,0.2
GCA_014207835.1,GCA_014207835.1_contig1.region002,0.2
GCA_900108365.1,GCA_900108365.1_contig08.region003,0.2
GCA_900156015.1,GCA_900156015.1_contig18.region001,0.2
GCA_900156585.1,GCA_900156585.1_contig11.region002,0.2
GCA_900156935.1,GCA_900156935.1_contig10.region002,0.2
GCA_900176315.1,GCA_900176315.1_contig05.region003,0.2
GCA_900182655.1,GCA_900182655.1_contig01.region004,0.2
GCA_903969135.1,GCA_903969135.1_contig1.region001,0.2
GCA_000482305.1,GCA_000482305.1_contig03.region001,0.2
GCA_000520835.1,GCA_000520835.1_contig24.region001,0.2
GCA_001544435.1,GCA_001544435.1_contig250.region001,0.2
GCA_002208925.2,GCA_002208925.2_contig1.region003,0.2
GCA_002314375.1,GCA_002314375.1_contig15.region001,0.2
GCA_002340165.1,GCA_002340165.1_contig20.region001,0.2
GCA_002421065.1,GCA_002421065.1_contig35.region001,0.2
GCA_002472905.1,GCA_002472905.1_contig19.region001,0.2
GCA_002476825.1,GCA_002476825.1_contig063.region001,0.2
GCA_002591275.1,GCA_002591275.1_contig1.region003,0.2
GCA_002899825.2,GCA_002899825.2_contig001.region002,0.2
GCA_003020585.1,GCA_003020585.1_contig08.region001,0.2
GCA_003812605.1,GCA_003812605.1_contig1.region005,0.2
GCA_003812865.1,GCA_003812865.1_contig1.region005,0.2
GCA_003815695.1,GCA_003815695.1_contig1.region007,0.2
GCA_003815935.1,GCA_003815935.1_contig1.region003,0.2
GCA_005862425.1,GCA_005862425.1_contig04.region001,0.2
GCA_012273135.1,GCA_012273135.1_contig1.region005,0.2
GCA_014218815.1,GCA_014218815.1_contig11.region004,0.2
GCA_014219895.1,GCA_014219895.1_contig11.region004,0.2
GCA_014219965.1,GCA_014219965.1_contig11.region001,0.2
GCA_014219975.1,GCA_014219975.1_contig11.region004,0.2
GCA_014219985.1,GCA_014219985.1_contig11.region001,0.2
GCA_014220005.1,GCA_014220005.1_contig11.region001,0.2
GCA_014220055.1,GCA_014220055.1_contig11.region004,0.2
GCA_014220065.1,GCA_014220065.1_contig11.region001,0.2
GCA_014220105.1,GCA_014220105.1_contig11.region001,0.2
GCA_014220115.1,GCA_014220115.1_contig11.region004,0.2
GCA_014220145.1,GCA_014220145.1_contig11.region003,0.2
GCA_014220155.1,GCA_014220155.1_contig11.region004,0.2
GCA_014220165.1,GCA_014220165.1_contig11.region004,0.2
GCA_014220185.1,GCA_014220185.1_contig11.region004,0.2
GCA_014220225.1,GCA_014220225.1_contig11.region004,0.2
GCA_014220245.1,GCA_014220245.1_contig11.region003,0.2
GCA_014220265.1,GCA_014220265.1_contig11.region001,0.2
GCA_014220275.1,GCA_014220275.1_contig11.region004,0.2
GCA_014220285.1,GCA_014220285.1_contig11.region004,0.2
GCA_014220295.1,GCA_014220295.1_contig11.region004,0.2
GCA_014220345.1,GCA_014220345.1_contig11.region004,0.2
GCA_014220365.1,GCA_014220365.1_contig11.region004,0.2
GCA_014220375.1,GCA_014220375.1_contig11.region004,0.2
GCA_014220395.1,GCA_014220395.1_contig11.region003,0.2
GCA_014220405.1,GCA_014220405.1_contig11.region004,0.2
GCA_014220445.1,GCA_014220445.1_contig11.region004,0.2
GCA_014220465.1,GCA_014220465.1_contig11.region002,0.2
GCA_014220475.1,GCA_014220475.1_contig046.region001,0.2
GCA_014220505.1,GCA_014220505.1_contig11.region004,0.2
GCA_014220515.1,GCA_014220515.1_contig11.region004,0.2
GCA_014220525.1,GCA_014220525.1_contig11.region001,0.2
GCA_014220565.1,GCA_014220565.1_contig11.region004,0.2
GCA_014220575.1,GCA_014220575.1_contig11.region004,0.2
GCA_014220605.1,GCA_014220605.1_contig11.region001,0.2
GCA_014220615.1,GCA_014220615.1_contig11.region004,0.2
GCA_014220655.1,GCA_014220655.1_contig111.region001,0.2
GCA_014220695.1,GCA_014220695.1_contig11.region001,0.2
GCA_900113975.1,GCA_900113975.1_contig05.region003,0.2
GCA_900129105.1,GCA_900129105.1_contig08.region002,0.2
GCA_900460995.1,GCA_900460995.1_contig1.region004,0.2
GCA_900683405.1,GCA_900683405.1_contig1.region003,0.2
GCA_000612925.1,GCA_000612925.1_contig02.region002,0.2
GCA_000737715.1,GCA_000737715.1_contig15.region001,0.2
GCA_000800075.1,GCA_000800075.1_contig15.region001,0.2
GCA_000820645.1,GCA_000820645.1_contig02.region002,0.2
GCA_001045445.1,GCA_001045445.1_contig5.region001,0.2
GCA_001045465.1,GCA_001045465.1_contig05.region002,0.2
GCA_002392055.1,GCA_002392055.1_contig18.region001,0.2
GCA_002943655.1,GCA_002943655.1_contig37.region002,0.2
GCA_003290185.1,GCA_003290185.1_contig01.region002,0.2
GCA_003385495.1,GCA_003385495.1_contig06.region001,0.2
GCA_003515005.1,GCA_003515005.1_contig70.region001,0.2
GCA_003520985.1,GCA_003520985.1_contig29.region001,0.2
GCA_003815855.1,GCA_003815855.1_contig1.region004,0.2
GCA_007991435.1,GCA_007991435.1_contig03.region002,0.2
GCA_012927325.1,GCA_012927325.1_contig12.region002,0.2
GCA_013184525.1,GCA_013184525.1_contig05.region002,0.2
GCA_014204235.1,GCA_014204235.1_contig01.region003,0.2
GCA_014207845.1,GCA_014207845.1_contig01.region002,0.2
GCA_900115055.1,GCA_900115055.1_contig10.region001,0.2
GCA_900128945.1,GCA_900128945.1_contig03.region004,0.2
GCA_900129755.1,GCA_900129755.1_contig11.region001,0.2
GCA_900142785.1,GCA_900142785.1_contig13.region001,0.2
GCA_900156575.1,GCA_900156575.1_contig06.region001,0.2
GCA_900446825.1,GCA_900446825.1_contig1.region004,0.2
GCA_000282055.1,GCA_000282055.1_contig057.region001,0.2
GCA_000335775.1,GCA_000335775.1_contig05.region001,0.2
GCA_001853485.1,GCA_001853485.1_contig26.region001,0.2
GCA_002217445.1,GCA_002217445.1_contig23.region001,0.2
GCA_002217475.1,GCA_002217475.1_contig036.region001,0.2
