,orfs,pfam,ko,cog,cazymes,Orfs_anno_ko%,Orfs_anno_cog%,Orfs_anno_cazymes%
GCA_001602525.1,5035,7890,1725,2920,197,34.26017874875869,57.994041708043696,3.9126117179741806
GCA_003148385.1,3279,5418,1295,2053,88,39.493748093931075,62.61055199756023,2.683745044220799
GCA_014219455.1,3849,5914,1382,2277,108,35.905429981813455,59.15822291504287,2.8059236165237724
GCA_000775755.1,3250,5869,1346,2131,132,41.41538461538462,65.56923076923077,4.061538461538461
GCA_000766805.1,2604,4802,1177,1823,86,45.19969278033794,70.00768049155145,3.302611367127496
GCA_002023475.1,4119,6566,1475,2531,108,35.809662539451324,61.44695314396699,2.6219956300072833
GCA_013041785.1,2243,3491,875,1440,52,39.01025412394115,64.19973250111458,2.31832367365136
GCA_001464475.1,3208,5195,1196,1937,85,37.281795511221944,60.380299251870326,2.6496259351620948
GCA_000024125.1,3111,5335,1267,2092,90,40.72645451623272,67.2452587592414,2.892960462873674
GCA_002887275.1,3465,5752,1372,2220,103,39.5959595959596,64.06926406926407,2.9725829725829724
GCA_004378585.1,3141,5789,1358,2155,129,43.23463865011143,68.60872333651703,4.106972301814708
GCA_013343195.3,2463,4389,1018,1603,56,41.33170929760455,65.08323183110029,2.2736500203004466
GCA_013389595.1,3227,4993,1138,1865,36,35.26495196777192,57.79361636194608,1.1155872327238923
GCA_900119185.1,4222,7357,1637,2759,171,38.77309332070109,65.34817621980105,4.050213169114164
GCA_009915155.1,2576,4479,1027,1632,63,39.86801242236025,63.35403726708074,2.4456521739130435
GCA_004785645.1,3444,5370,1283,2072,44,37.253193960511034,60.16260162601627,1.2775842044134729
GCA_001403755.1,2379,4172,1020,1591,45,42.87515762925599,66.87683900798655,1.8915510718789406
GCA_014219285.1,3836,5922,1381,2287,108,36.00104275286757,59.61939520333681,2.815432742440042
GCA_004337635.1,3482,5597,1319,2196,33,37.880528431935666,63.06720275703619,0.9477311889718553
GCA_002072105.2,3120,5643,1307,2110,135,41.89102564102564,67.62820512820514,4.326923076923077
GCA_000520995.1,5405,8203,1746,3066,88,32.30342275670675,56.72525439407956,1.628122109158187
GCA_014305175.1,3624,6040,1420,2260,88,39.18322295805739,62.36203090507726,2.4282560706401766
GCA_900239495.1,2461,4218,1051,1591,27,42.706216984965465,64.6485168630638,1.0971149939049167
GCA_001045435.1,2946,4574,1064,1726,65,36.11676849966056,58.58791581805839,2.2063815342837745
GCA_002024805.1,4134,6443,1455,2502,111,35.19593613933237,60.52249637155298,2.6850507982583456
GCA_900186685.1,2465,4245,1013,1589,56,41.09533468559838,64.46247464503043,2.2718052738336714
GCA_003516285.1,2973,5010,1295,1999,70,43.55869492095527,67.238479650185,2.3545240497813658
GCA_002383055.1,3490,6002,1401,2261,197,40.1432664756447,64.78510028653295,5.644699140401146
GCA_003852675.1,3071,5214,1236,1968,33,40.24747639205471,64.08336046890264,1.0745685444480626
GCA_003626845.1,4494,7396,1630,2703,130,36.27058299955496,60.14686248331108,2.8927458834000888
GCA_000382125.1,3485,5935,1395,2311,93,40.0286944045911,66.31276901004304,2.6685796269727406
GCA_004023655.1,2944,4829,1203,1884,39,40.86277173913043,63.99456521739131,1.3247282608695652
GCA_004137745.1,4496,6970,1607,2661,107,35.74288256227758,59.185943060498225,2.3798932384341636
GCA_004119495.1,4189,7155,1646,2722,185,39.29338744330389,64.97970876104083,4.416328479350681
GCA_003076475.1,3815,6176,1359,2390,105,35.62254259501966,62.647444298820446,2.7522935779816518
GCA_900114265.1,3662,6443,1450,2367,158,39.59584926269798,64.63681048607319,4.314582195521573
GCA_000755265.1,3638,4808,1282,2075,61,35.23914238592633,57.036833424958765,1.6767454645409567
GCA_002238525.1,2460,3522,760,1297,44,30.89430894308943,52.72357723577235,1.788617886178862
GCA_002686575.1,3332,5073,1190,1928,74,35.714285714285715,57.863145258103245,2.220888355342137
GCA_900109935.1,4036,6154,1398,2339,111,34.638255698711596,57.95341922695738,2.7502477700693757
GCA_002204825.1,2647,4248,1030,1620,59,38.911975821684926,61.201360030222894,2.2289384208537966
GCA_000799565.1,3502,5874,1378,2265,77,39.3489434608795,64.67732724157625,2.198743575099943
GCA_002943105.1,2602,4497,1050,1675,62,40.35357417371253,64.37355880092237,2.382782475019216
GCA_014204235.1,3805,5880,1325,2248,76,34.82260183968462,59.08015768725361,1.997371879106439
GCA_003260205.1,3188,5448,1215,1988,90,38.111668757841905,62.35884567126725,2.823086574654956
GCA_001438125.1,1727,3143,812,1220,38,47.01795020266358,70.64273306311523,2.200347423277359
GCA_014220515.1,4330,6691,1526,2605,94,35.24249422632795,60.161662817551964,2.1709006928406467
GCA_001951155.1,3553,6434,1476,2394,179,41.54235857022235,67.37967914438502,5.037996059667886
GCA_000422685.1,3109,5111,1165,1912,65,37.47185590221937,61.498874236088774,2.090704406561595
GCA_014220345.1,4352,6694,1525,2605,94,35.041360294117645,59.857536764705884,2.159926470588235
GCA_004634245.1,4293,7247,1632,2700,227,38.015373864430465,62.893081761006286,5.28767761472164
GCA_003626865.1,4947,8023,1718,2883,153,34.72811805134425,58.27774408732566,3.0927835051546393
GCA_002698895.1,4165,7255,1652,2749,197,39.66386554621849,66.00240096038415,4.729891956782714
GCA_014220165.1,4361,6832,1547,2655,95,35.47351524879615,60.88053198807613,2.1783994496675074
GCA_000518525.1,3176,5139,1230,1918,85,38.727959697733,60.3904282115869,2.67632241813602
GCA_012273615.1,3771,6077,1414,2340,86,37.49668522938212,62.05250596658711,2.2805621850967914
GCA_001481655.1,4026,6136,1407,2361,41,34.947839046199704,58.643815201192254,1.0183805265772479
GCA_004362055.1,4495,7474,1689,2807,209,37.57508342602892,62.44716351501669,4.649610678531702
GCA_000833025.1,3572,5665,1321,2185,33,36.98208286674132,61.170212765957444,0.9238521836506159
GCA_003476385.1,1386,2176,615,937,27,44.37229437229438,67.6046176046176,1.948051948051948
GCA_014218785.1,4912,7213,1643,2787,107,33.44869706840391,56.7385993485342,2.1783387622149837
GCA_001670805.1,1927,3382,849,1293,34,44.05812143227815,67.09911779968863,1.7644006227296314
GCA_900610135.1,2326,4082,977,1513,50,42.00343938091143,65.04729148753225,2.1496130696474633
GCA_006385255.1,3644,6138,1311,2175,63,35.97694840834248,59.687156970362246,1.728869374313941
GCA_001482795.1,3697,5975,1388,2314,108,37.54395455774953,62.591290235325935,2.9212875304300785
GCA_001447995.1,3790,6612,1506,2498,125,39.736147757255935,65.91029023746702,3.2981530343007917
GCA_002023055.1,3463,5755,1373,2221,103,39.64770430262778,64.13514293964771,2.9742997401097315
GCA_002302515.1,2189,3941,897,1433,75,40.97761534947465,65.46368204659662,3.4262220191868433
GCA_002470765.1,1685,3051,795,1213,34,47.18100890207715,71.98813056379822,2.0178041543026706
GCA_002702895.1,1712,3142,848,1248,36,49.532710280373834,72.89719626168224,2.102803738317757
GCA_014220005.1,4345,6693,1526,2605,94,35.12082853855006,59.95397008055235,2.1634062140391253
GCA_002400885.1,2339,4049,972,1528,53,41.556220607097046,65.32706284737067,2.2659256092347158
GCA_009735585.1,3085,5612,1327,2100,88,43.01458670988655,68.0713128038898,2.852512155591572
GCA_011784885.1,2571,4499,1043,1676,70,40.56787242318164,65.18864255153638,2.722676001555815
GCA_002702875.1,1574,2678,723,1043,37,45.93392630241423,66.26429479034307,2.3506988564167726
GCA_003860545.1,2360,4237,994,1576,67,42.11864406779661,66.77966101694915,2.8389830508474576
GCA_002162685.1,3321,5687,1271,2072,82,38.2716049382716,62.39084613068353,2.4691358024691357
GCA_008386485.1,4645,6998,1590,2740,95,34.230355220667384,58.988159311087195,2.045209903121636
GCA_002721175.1,1472,2771,743,1086,43,50.47554347826087,73.77717391304348,2.921195652173913
GCA_001670685.1,1923,3408,854,1297,34,44.409776391055644,67.44669786791472,1.7680707228289132
GCA_003143755.1,2945,5382,1239,1922,110,42.07130730050934,65.26315789473685,3.7351443123938877
GCA_001297705.1,5012,7272,1650,2806,115,32.92098962490024,55.985634477254585,2.2944932162809257
GCA_900156575.1,4410,6687,1519,2583,102,34.44444444444444,58.57142857142858,2.312925170068027
GCA_900110605.1,3825,5932,1374,2279,95,35.92156862745098,59.58169934640522,2.4836601307189543
GCA_001641185.1,2789,4697,1107,1749,67,39.6916457511653,62.71064897812836,2.4022947292936534
GCA_000820645.1,4387,6395,1558,2605,112,35.51401869158878,59.37998632322772,2.5529974925917482
GCA_900610155.1,2413,4257,1015,1577,55,42.0638209697472,65.35433070866141,2.2793203481143802
GCA_900112595.1,3140,5592,1319,2064,127,42.0063694267516,65.73248407643312,4.044585987261146
GCA_007097345.1,3472,5954,1384,2266,125,39.86175115207373,65.26497695852534,3.6002304147465436
GCA_003712125.1,2840,5061,1187,1928,65,41.79577464788732,67.88732394366197,2.2887323943661975
GCA_005780245.1,3633,6172,1384,2360,103,38.095238095238095,64.96008808147536,2.835122488301679
GCA_002222045.1,4965,8208,1805,3101,232,36.35448136958711,62.45720040281974,4.672708962739174
GCA_003968825.1,2837,4929,1236,1910,69,43.56714839619316,67.32463870285514,2.4321466337680646
GCA_012963555.1,2475,3607,916,1461,49,37.01010101010101,59.03030303030303,1.9797979797979797
GCA_001680885.1,3306,5740,1332,2167,149,40.29038112522686,65.54748941318815,4.506957047791894
GCA_003350545.1,2742,4930,1183,1840,79,43.14369073668855,67.10430342815464,2.8811086797957697
GCA_012932585.1,3609,6065,1334,2211,103,36.96314768633971,61.26350789692435,2.8539761706844002
GCA_902167265.1,5225,8574,1896,3164,272,36.28708133971292,60.55502392344497,5.205741626794259
GCA_900198195.1,4037,6468,1400,2308,102,34.67921724052514,57.17116670795145,2.5266286846668318
GCA_002023205.1,4101,6434,1455,2495,111,35.47915142648135,60.83881980004877,2.7066569129480618
GCA_003008415.2,2716,4913,1139,1779,67,41.93667157584684,65.50073637702504,2.4668630338733433
GCA_014220115.1,4337,6694,1524,2605,94,35.139497348397505,60.06456075628315,2.1673968180770116
GCA_004362865.1,2929,5247,1254,2010,83,42.813246841925576,68.62410378968931,2.8337316490269715
GCA_900156735.1,4739,6896,1537,2645,96,32.43300274319477,55.81346275585567,2.0257438278117745
GCA_003507755.1,1745,2415,606,915,17,34.72779369627507,52.43553008595988,0.9742120343839542
GCA_014207845.1,3801,5880,1325,2248,76,34.859247566429886,59.142330965535386,1.9994738226782425
GCA_009923175.1,2614,3491,885,1340,46,33.85615914307575,51.26243305279266,1.7597551644988525
GCA_004010225.1,3115,4814,1120,1814,63,35.95505617977528,58.23434991974318,2.0224719101123596
GCA_900610345.1,2352,4182,1002,1557,56,42.60204081632653,66.19897959183673,2.380952380952381
GCA_013403985.1,3463,5994,1417,2196,103,40.91827894888825,63.4132255269997,2.9742997401097315
GCA_002251775.1,2917,4724,1074,1757,63,36.818649297223175,60.233116215289684,2.159753171066164
GCA_013042625.1,2509,4260,1036,1653,60,41.29135113591072,65.88282184137107,2.3913909924272616
GCA_013333505.2,1701,2640,688,1022,30,40.44679600235156,60.08230452674898,1.763668430335097
GCA_002454195.1,2231,3926,960,1473,60,43.03003137606454,66.02420439264904,2.689376961004034
GCA_014220375.1,4348,6697,1526,2607,94,35.09659613615456,59.95860165593376,2.1619135234590616
GCA_014220575.1,4348,6692,1525,2605,94,35.073597056117755,59.91260349586016,2.1619135234590616
GCA_013276255.1,2408,4065,918,1451,70,38.12292358803987,60.25747508305648,2.9069767441860463
GCA_002453895.1,2708,4532,1086,1728,53,40.10339734121123,63.8109305760709,1.9571639586410634
GCA_002715085.1,3460,5455,1263,2034,83,36.50289017341041,58.786127167630056,2.398843930635838
GCA_009828155.1,1971,3577,914,1373,29,46.37239979705733,69.66007102993404,1.4713343480466767
GCA_004122105.1,2756,4818,1106,1710,73,40.13062409288825,62.046444121915826,2.648766328011611
GCA_002023325.1,3744,6006,1417,2346,114,37.84722222222222,62.66025641025641,3.0448717948717947
GCA_014219905.1,3752,6049,1416,2344,111,37.73987206823028,62.47334754797441,2.958422174840085
GCA_902705275.1,2783,4658,1137,1750,39,40.85519223859145,62.881782249371184,1.4013654329859864
GCA_002311535.1,3585,6457,1452,2411,144,40.50209205020921,67.25244072524407,4.01673640167364
GCA_007830385.1,2845,5023,1146,1819,51,40.28119507908612,63.936731107205624,1.7926186291739894
GCA_002399805.1,4394,6957,1627,2697,210,37.02776513427401,61.3791533909877,4.779244424214838
GCA_002162835.1,2684,4163,999,1608,71,37.22056631892697,59.910581222056635,2.645305514157973
GCA_900618225.1,3256,5210,1234,2012,57,37.8992628992629,61.79361179361179,1.7506142506142506
GCA_001045465.1,4552,6963,1539,2647,97,33.809314586994724,58.150263620386646,2.1309314586994725
GCA_002430445.1,1319,2483,683,984,27,51.78165276724791,74.60197119029569,2.047005307050796
GCA_001747085.1,3966,6308,1434,2302,128,36.157337367624805,58.043368633383764,3.2274331820474034
GCA_902705525.1,3201,4768,1139,1798,42,35.582630427991255,56.16994689159638,1.3120899718837862
GCA_900129575.1,2901,5159,1262,2004,74,43.50224060668735,69.07962771458118,2.55084453636677
GCA_002684355.1,1402,2626,695,1018,41,49.57203994293866,72.61055634807418,2.9243937232524964
GCA_001685485.1,3733,6361,1494,2445,188,40.021430484864716,65.4969193678007,5.036163943209216
GCA_011050085.1,4757,7325,1675,2854,146,35.2112676056338,59.99579566953963,3.069161236073155
GCA_002169865.1,952,1707,477,689,29,50.10504201680672,72.37394957983193,3.046218487394958
GCA_014239615.1,1151,2106,578,858,19,50.21720243266724,74.54387489139879,1.6507384882710685
GCA_003815995.1,4611,6872,1515,2665,87,32.8562134027326,57.7965734114075,1.8867924528301887
GCA_900610235.1,2442,4290,1016,1576,54,41.6052416052416,64.53726453726453,2.211302211302211
GCA_001005305.1,3528,5859,1320,2103,78,37.41496598639456,59.60884353741497,2.2108843537414966
GCA_002302495.1,2525,4133,954,1454,82,37.78217821782178,57.58415841584158,3.2475247524752477
GCA_003815915.1,3901,5758,1313,2243,91,33.65803640092284,57.49807741604717,2.332735196103563
GCA_002697465.1,836,1533,438,631,13,52.39234449760766,75.47846889952153,1.555023923444976
GCA_000189415.1,2116,3762,947,1431,48,44.75425330812855,67.62759924385632,2.2684310018903595
GCA_002367645.1,1530,2795,750,1125,36,49.01960784313725,73.52941176470588,2.3529411764705883
GCA_002790195.1,2404,4213,1078,1648,68,44.84193011647255,68.55241264559068,2.828618968386023
GCA_001653755.1,2881,5115,1207,1929,84,41.895175286358906,66.95591808399861,2.915654286706005
GCA_011392115.1,2626,4515,1039,1663,62,39.565879664889565,63.328255902513334,2.361005331302361
GCA_003610735.1,2660,4815,1137,1779,27,42.74436090225564,66.8796992481203,1.0150375939849625
GCA_000746315.1,4082,6454,1468,2488,133,35.962763351298385,60.95051445369917,3.2582067613914747
GCA_009663455.1,2176,3481,854,1317,36,39.24632352941176,60.52389705882353,1.6544117647058825
GCA_900169075.1,4341,6648,1474,2498,81,33.95530983644321,57.54434462105505,1.8659295093296473
GCA_002297465.1,1077,2165,607,846,19,56.36025998142989,78.55153203342618,1.7641597028783658
GCA_014138495.1,3408,5862,1295,2090,71,37.998826291079816,61.326291079812215,2.083333333333333
GCA_004214315.1,1278,2343,644,943,28,50.39123630672926,73.78716744913928,2.190923317683881
GCA_000744105.1,3853,6642,1514,2530,101,39.29405657928886,65.6631196470283,2.621334025434726
GCA_011882165.1,3300,5727,1358,2155,117,41.15151515151515,65.30303030303031,3.5454545454545454
GCA_000242095.1,3612,5701,1327,2222,37,36.738648947951276,61.5171650055371,1.0243632336655593
GCA_012927265.1,3891,6050,1392,2318,126,35.774865073245955,59.5733744538679,3.2382420971472627
GCA_011392125.1,2857,5036,1152,1783,74,40.322016100805044,62.40812040602031,2.590129506475324
GCA_000826645.1,3281,5518,1219,1966,76,37.15330691862237,59.920755867113684,2.3163669612922893
GCA_013042245.1,2376,4127,962,1541,45,40.48821548821549,64.85690235690235,1.893939393939394
GCA_900188235.1,3383,6172,1462,2285,191,43.21608040201005,67.54360035471475,5.645876441028673
GCA_000468595.1,3976,6500,1541,2488,129,38.75754527162978,62.57545271629779,3.2444668008048287
GCA_001874145.1,2766,4970,1161,1850,79,41.97396963123644,66.88358640636298,2.8561099060014463
GCA_002163855.1,2760,4728,1109,1746,70,40.18115942028985,63.26086956521739,2.536231884057971
GCA_003476275.1,2573,4124,1020,1600,51,39.642440730664596,62.18422075398367,1.9821220365332297
GCA_003312425.1,3222,5587,1338,2141,89,41.527001862197395,66.4494103041589,2.7622594661700806
GCA_002403935.1,2239,3809,915,1453,98,40.866458240285844,64.89504242965609,4.376953997320232
GCA_013001365.1,2529,4133,1036,1606,55,40.9648082245947,63.503361012257805,2.1747726374060896
GCA_000744555.1,4362,8015,1776,2879,194,40.715268225584595,66.00183402109124,4.447501146263182
GCA_002391865.1,2671,4526,1105,1764,56,41.370273305877944,66.04268064395357,2.0965930363159866
GCA_002426835.1,2580,4250,1165,1737,75,45.15503875968992,67.32558139534883,2.9069767441860463
GCA_000831225.1,2391,4235,1013,1577,55,42.367210372229195,65.95566708490172,2.300292764533668
GCA_000333355.1,3800,5455,1334,2190,107,35.10526315789474,57.631578947368425,2.8157894736842106
GCA_903969135.1,4736,7220,1628,2833,115,34.375,59.81841216216216,2.428209459459459
GCA_002705485.1,1473,2583,710,1028,21,48.200950441276305,69.78954514596063,1.4256619144602851
GCA_900106865.1,2758,5022,1186,1870,69,43.00217548948513,67.8027556200145,2.5018129079042786
GCA_009360585.1,3725,6103,1381,2287,112,37.07382550335571,61.395973154362416,3.0067114093959733
GCA_902705385.1,3085,4773,1131,1767,40,36.6612641815235,57.2771474878444,1.2965964343598055
GCA_003526165.1,2002,3124,853,1297,37,42.607392607392605,64.78521478521479,1.848151848151848
GCA_900610205.1,2416,4253,1014,1568,56,41.97019867549669,64.90066225165563,2.3178807947019866
GCA_013401995.1,3575,6065,1299,2155,100,36.33566433566433,60.27972027972028,2.797202797202797
GCA_900447425.1,4056,6290,1454,2443,114,35.84812623274162,60.23175542406312,2.8106508875739644
GCA_013333305.2,1185,1972,505,754,38,42.616033755274266,63.628691983122366,3.2067510548523206
GCA_002429685.1,5169,6211,1650,2818,89,31.92106790481718,54.51731476107564,1.721803056684078
GCA_900141665.1,2155,3635,884,1374,45,41.02088167053364,63.75870069605568,2.088167053364269
GCA_009827225.1,2990,5078,1137,1841,61,38.02675585284281,61.57190635451505,2.040133779264214
GCA_900683405.1,4551,6935,1569,2717,96,34.47593935398813,59.70116457921336,2.109426499670402
GCA_900610085.1,2375,4177,1004,1561,57,42.27368421052631,65.72631578947369,2.4
GCA_002430205.1,1605,3008,785,1173,37,48.90965732087228,73.08411214953271,2.3052959501557635
